0,1,2
"{'label': 'Positive', 'score': 0.9995311498641968}","{'label': 'Neutral', 'score': 0.00037063221680000424}","{'label': 'Negative', 'score': 9.821558342082426e-05}"
"{'label': 'Neutral', 'score': 0.9808998107910156}","{'label': 'Positive', 'score': 0.019025957211852074}","{'label': 'Negative', 'score': 7.419657049467787e-05}"
"{'label': 'Neutral', 'score': 0.9978916049003601}","{'label': 'Negative', 'score': 0.001899859867990017}","{'label': 'Positive', 'score': 0.0002085114538203925}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 4.086246718770781e-08}","{'label': 'Neutral', 'score': 6.816115671881562e-09}"
"{'label': 'Neutral', 'score': 0.6126651167869568}","{'label': 'Positive', 'score': 0.38732433319091797}","{'label': 'Negative', 'score': 1.0523489436309319e-05}"
"{'label': 'Positive', 'score': 0.9999752044677734}","{'label': 'Neutral', 'score': 2.0928060621372424e-05}","{'label': 'Negative', 'score': 3.823566203209339e-06}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Negative', 'score': 9.911020271147208e-08}","{'label': 'Neutral', 'score': 5.635229527456431e-08}"
"{'label': 'Positive', 'score': 0.9472068548202515}","{'label': 'Neutral', 'score': 0.03604662045836449}","{'label': 'Negative', 'score': 0.01674656942486763}"
"{'label': 'Neutral', 'score': 0.9939486980438232}","{'label': 'Positive', 'score': 0.005903981626033783}","{'label': 'Negative', 'score': 0.00014724840002600104}"
"{'label': 'Positive', 'score': 0.999997615814209}","{'label': 'Neutral', 'score': 1.7413404975741287e-06}","{'label': 'Negative', 'score': 5.402030751611164e-07}"
"{'label': 'Negative', 'score': 0.9999685287475586}","{'label': 'Positive', 'score': 1.8479235222912394e-05}","{'label': 'Neutral', 'score': 1.2931700439366978e-05}"
"{'label': 'Positive', 'score': 0.9999715089797974}","{'label': 'Neutral', 'score': 1.7945587387657724e-05}","{'label': 'Negative', 'score': 1.0538626156630926e-05}"
"{'label': 'Positive', 'score': 0.9893032312393188}","{'label': 'Neutral', 'score': 0.010528994724154472}","{'label': 'Negative', 'score': 0.00016772760136518627}"
"{'label': 'Positive', 'score': 0.6976250410079956}","{'label': 'Neutral', 'score': 0.3023693561553955}","{'label': 'Negative', 'score': 5.545291060116142e-06}"
"{'label': 'Neutral', 'score': 0.6220413446426392}","{'label': 'Positive', 'score': 0.37755656242370605}","{'label': 'Negative', 'score': 0.00040207800338976085}"
"{'label': 'Neutral', 'score': 0.9999971389770508}","{'label': 'Negative', 'score': 1.6336050521204015e-06}","{'label': 'Positive', 'score': 1.1369324965926353e-06}"
"{'label': 'Negative', 'score': 0.999943733215332}","{'label': 'Neutral', 'score': 5.578931450145319e-05}","{'label': 'Positive', 'score': 4.829701083508553e-07}"
"{'label': 'Negative', 'score': 0.9948378205299377}","{'label': 'Neutral', 'score': 0.0050211758352816105}","{'label': 'Positive', 'score': 0.00014101358829066157}"
"{'label': 'Neutral', 'score': 0.9933685660362244}","{'label': 'Negative', 'score': 0.006602566689252853}","{'label': 'Positive', 'score': 2.8842743631685153e-05}"
"{'label': 'Neutral', 'score': 0.9981233477592468}","{'label': 'Negative', 'score': 0.0018632811261340976}","{'label': 'Positive', 'score': 1.3365443010115996e-05}"
"{'label': 'Positive', 'score': 0.9715327024459839}","{'label': 'Neutral', 'score': 0.019082900136709213}","{'label': 'Negative', 'score': 0.009384327568113804}"
"{'label': 'Neutral', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 7.475580900973e-07}","{'label': 'Positive', 'score': 1.7519231221285736e-07}"
"{'label': 'Neutral', 'score': 0.999254047870636}","{'label': 'Negative', 'score': 0.0005601713201031089}","{'label': 'Positive', 'score': 0.00018574859132058918}"
"{'label': 'Neutral', 'score': 0.9816595911979675}","{'label': 'Positive', 'score': 0.01833042874932289}","{'label': 'Negative', 'score': 9.998164387070574e-06}"
"{'label': 'Neutral', 'score': 0.5788641571998596}","{'label': 'Positive', 'score': 0.4210723340511322}","{'label': 'Negative', 'score': 6.350331386784092e-05}"
"{'label': 'Negative', 'score': 0.956322431564331}","{'label': 'Positive', 'score': 0.041386011987924576}","{'label': 'Neutral', 'score': 0.0022915340960025787}"
"{'label': 'Positive', 'score': 0.9999963045120239}","{'label': 'Neutral', 'score': 2.8678675789706176e-06}","{'label': 'Negative', 'score': 7.851522809687594e-07}"
"{'label': 'Neutral', 'score': 0.912344217300415}","{'label': 'Negative', 'score': 0.0868498831987381}","{'label': 'Positive', 'score': 0.0008059263345785439}"
"{'label': 'Negative', 'score': 0.9996689558029175}","{'label': 'Positive', 'score': 0.0002764599921647459}","{'label': 'Neutral', 'score': 5.456189683172852e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.514256619041589e-08}","{'label': 'Negative', 'score': 1.3608225657435469e-09}"
"{'label': 'Positive', 'score': 0.9999988079071045}","{'label': 'Negative', 'score': 1.1647399560388294e-06}","{'label': 'Neutral', 'score': 5.54749739478666e-08}"
"{'label': 'Neutral', 'score': 0.9996817111968994}","{'label': 'Positive', 'score': 0.00028307634056545794}","{'label': 'Negative', 'score': 3.531299080350436e-05}"
"{'label': 'Positive', 'score': 0.9290616512298584}","{'label': 'Neutral', 'score': 0.07093246281147003}","{'label': 'Negative', 'score': 5.853432412550319e-06}"
"{'label': 'Negative', 'score': 0.5021321177482605}","{'label': 'Neutral', 'score': 0.4974016547203064}","{'label': 'Positive', 'score': 0.0004662143182940781}"
"{'label': 'Positive', 'score': 0.9999994039535522}","{'label': 'Negative', 'score': 4.3409761474322295e-07}","{'label': 'Neutral', 'score': 1.0606797928858214e-07}"
"{'label': 'Positive', 'score': 0.9999994039535522}","{'label': 'Negative', 'score': 4.3409761474322295e-07}","{'label': 'Neutral', 'score': 1.0606797928858214e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.729111159283093e-09}","{'label': 'Neutral', 'score': 1.5265539943243311e-09}"
"{'label': 'Neutral', 'score': 0.9999973773956299}","{'label': 'Negative', 'score': 2.633089707160252e-06}","{'label': 'Positive', 'score': 5.440118755473122e-08}"
"{'label': 'Positive', 'score': 0.9999222755432129}","{'label': 'Neutral', 'score': 7.587697473354638e-05}","{'label': 'Negative', 'score': 1.763001705512579e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 5.838960603909982e-08}","{'label': 'Negative', 'score': 4.97960286338639e-08}"
"{'label': 'Negative', 'score': 0.999993085861206}","{'label': 'Positive', 'score': 6.912069238751428e-06}","{'label': 'Neutral', 'score': 2.1111421943942332e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 7.0493904047452816e-09}","{'label': 'Neutral', 'score': 2.378684804682507e-09}"
"{'label': 'Negative', 'score': 0.9999479055404663}","{'label': 'Positive', 'score': 5.134782986715436e-05}","{'label': 'Neutral', 'score': 7.582263492622587e-07}"
"{'label': 'Neutral', 'score': 0.9999545812606812}","{'label': 'Positive', 'score': 3.7676629290217534e-05}","{'label': 'Negative', 'score': 7.723891940258909e-06}"
"{'label': 'Positive', 'score': 0.796146035194397}","{'label': 'Neutral', 'score': 0.20354005694389343}","{'label': 'Negative', 'score': 0.00031384211615659297}"
"{'label': 'Neutral', 'score': 0.9791160225868225}","{'label': 'Positive', 'score': 0.020845578983426094}","{'label': 'Negative', 'score': 3.842582373181358e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.4284418980992086e-08}","{'label': 'Negative', 'score': 8.796481765216413e-09}"
"{'label': 'Neutral', 'score': 0.999506950378418}","{'label': 'Negative', 'score': 0.0004820368776563555}","{'label': 'Positive', 'score': 1.0939492312900256e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.4765448863585107e-09}","{'label': 'Negative', 'score': 1.0416429940818261e-09}"
"{'label': 'Neutral', 'score': 0.9990192651748657}","{'label': 'Positive', 'score': 0.0009523612097837031}","{'label': 'Negative', 'score': 2.8402993848430924e-05}"
"{'label': 'Neutral', 'score': 0.7187168002128601}","{'label': 'Negative', 'score': 0.2812754213809967}","{'label': 'Positive', 'score': 7.77688455855241e-06}"
"{'label': 'Neutral', 'score': 0.9998617172241211}","{'label': 'Positive', 'score': 0.0001295670517720282}","{'label': 'Negative', 'score': 8.675163371663075e-06}"
"{'label': 'Positive', 'score': 0.866629421710968}","{'label': 'Neutral', 'score': 0.1333700716495514}","{'label': 'Negative', 'score': 5.222733534537838e-07}"
"{'label': 'Positive', 'score': 0.8292993307113647}","{'label': 'Neutral', 'score': 0.17059457302093506}","{'label': 'Negative', 'score': 0.00010606554860714823}"
"{'label': 'Neutral', 'score': 0.9441457986831665}","{'label': 'Negative', 'score': 0.0557321272790432}","{'label': 'Positive', 'score': 0.0001220911362906918}"
"{'label': 'Neutral', 'score': 0.9999818801879883}","{'label': 'Positive', 'score': 1.6636220607324503e-05}","{'label': 'Negative', 'score': 1.3856505347575876e-06}"
"{'label': 'Neutral', 'score': 0.9999324083328247}","{'label': 'Negative', 'score': 6.655220204265788e-05}","{'label': 'Positive', 'score': 1.1005719215972931e-06}"
"{'label': 'Negative', 'score': 0.9926146268844604}","{'label': 'Neutral', 'score': 0.007381305564194918}","{'label': 'Positive', 'score': 4.027656359539833e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.2015484990589584e-09}","{'label': 'Neutral', 'score': 1.1174282610326713e-09}"
"{'label': 'Neutral', 'score': 0.9854229688644409}","{'label': 'Positive', 'score': 0.014271341264247894}","{'label': 'Negative', 'score': 0.00030561801395379007}"
"{'label': 'Positive', 'score': 0.9999226331710815}","{'label': 'Neutral', 'score': 7.629386527696624e-05}","{'label': 'Negative', 'score': 1.0783062407426769e-06}"
"{'label': 'Neutral', 'score': 0.9993680119514465}","{'label': 'Negative', 'score': 0.0004306896007619798}","{'label': 'Positive', 'score': 0.00020138098625466228}"
"{'label': 'Neutral', 'score': 0.7437458634376526}","{'label': 'Positive', 'score': 0.25383689999580383}","{'label': 'Negative', 'score': 0.0024171352852135897}"
"{'label': 'Positive', 'score': 0.999854564666748}","{'label': 'Negative', 'score': 7.897967589087784e-05}","{'label': 'Neutral', 'score': 6.635233876295388e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.3343576788524842e-09}","{'label': 'Negative', 'score': 1.7680391595220613e-09}"
"{'label': 'Neutral', 'score': 0.9999994039535522}","{'label': 'Negative', 'score': 5.246948830972542e-07}","{'label': 'Positive', 'score': 6.40274464558388e-08}"
"{'label': 'Neutral', 'score': 0.999991774559021}","{'label': 'Positive', 'score': 7.028291747701587e-06}","{'label': 'Negative', 'score': 1.2420102848409442e-06}"
"{'label': 'Negative', 'score': 0.7796392440795898}","{'label': 'Positive', 'score': 0.22033974528312683}","{'label': 'Neutral', 'score': 2.0984183720429428e-05}"
"{'label': 'Neutral', 'score': 0.9999960660934448}","{'label': 'Negative', 'score': 3.6956212170480285e-06}","{'label': 'Positive', 'score': 2.221025567905599e-07}"
"{'label': 'Neutral', 'score': 0.999872088432312}","{'label': 'Positive', 'score': 0.00012259662616997957}","{'label': 'Negative', 'score': 5.2431678341235965e-06}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 5.058985834693885e-07}","{'label': 'Negative', 'score': 4.255883823134354e-08}"
"{'label': 'Neutral', 'score': 0.9985074400901794}","{'label': 'Positive', 'score': 0.0014919133391231298}","{'label': 'Negative', 'score': 5.535895297725801e-07}"
"{'label': 'Neutral', 'score': 0.9999018907546997}","{'label': 'Positive', 'score': 6.0294405557215214e-05}","{'label': 'Negative', 'score': 3.7726815207861364e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.653565983086082e-08}","{'label': 'Neutral', 'score': 1.1338270766714231e-08}"
"{'label': 'Neutral', 'score': 0.896687388420105}","{'label': 'Positive', 'score': 0.09945610165596008}","{'label': 'Negative', 'score': 0.0038565394934266806}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 9.69732596445283e-08}","{'label': 'Negative', 'score': 2.5225581623544713e-08}"
"{'label': 'Neutral', 'score': 0.9535784721374512}","{'label': 'Negative', 'score': 0.03055436722934246}","{'label': 'Positive', 'score': 0.015867197886109352}"
"{'label': 'Neutral', 'score': 0.9345231652259827}","{'label': 'Positive', 'score': 0.05719662085175514}","{'label': 'Negative', 'score': 0.008280210196971893}"
"{'label': 'Positive', 'score': 0.9288548827171326}","{'label': 'Neutral', 'score': 0.0711308941245079}","{'label': 'Negative', 'score': 1.4334117622638587e-05}"
"{'label': 'Negative', 'score': 0.9982563853263855}","{'label': 'Positive', 'score': 0.0017274669371545315}","{'label': 'Neutral', 'score': 1.6192911061807536e-05}"
"{'label': 'Positive', 'score': 0.9944872260093689}","{'label': 'Neutral', 'score': 0.005511274561285973}","{'label': 'Negative', 'score': 1.4984590279709664e-06}"
"{'label': 'Positive', 'score': 0.9999971389770508}","{'label': 'Neutral', 'score': 2.5249171358154854e-06}","{'label': 'Negative', 'score': 2.9854663807782345e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 8.944401663768531e-09}","{'label': 'Negative', 'score': 4.163168476623014e-09}"
"{'label': 'Negative', 'score': 0.9999716281890869}","{'label': 'Neutral', 'score': 2.7949799914495088e-05}","{'label': 'Positive', 'score': 4.1072223666560603e-07}"
"{'label': 'Positive', 'score': 0.9999974966049194}","{'label': 'Neutral', 'score': 2.2942072064324748e-06}","{'label': 'Negative', 'score': 2.6160805077779514e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 3.600848685891833e-08}","{'label': 'Neutral', 'score': 5.786472634383699e-09}"
"{'label': 'Neutral', 'score': 0.9911097288131714}","{'label': 'Positive', 'score': 0.008090407587587833}","{'label': 'Negative', 'score': 0.0007998852524906397}"
"{'label': 'Neutral', 'score': 0.9873833060264587}","{'label': 'Positive', 'score': 0.011696164496243}","{'label': 'Negative', 'score': 0.0009205507813021541}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.787130665675818e-09}","{'label': 'Neutral', 'score': 1.1293543877854972e-09}"
"{'label': 'Neutral', 'score': 0.9990593791007996}","{'label': 'Positive', 'score': 0.0009389031329192221}","{'label': 'Negative', 'score': 1.724751541587466e-06}"
"{'label': 'Neutral', 'score': 0.999889612197876}","{'label': 'Positive', 'score': 0.00010378323349868879}","{'label': 'Negative', 'score': 6.614713583985576e-06}"
"{'label': 'Positive', 'score': 0.9952632188796997}","{'label': 'Neutral', 'score': 0.004680573474615812}","{'label': 'Negative', 'score': 5.627952123177238e-05}"
"{'label': 'Neutral', 'score': 0.9999018907546997}","{'label': 'Positive', 'score': 6.0294405557215214e-05}","{'label': 'Negative', 'score': 3.7726815207861364e-05}"
"{'label': 'Negative', 'score': 0.9839419722557068}","{'label': 'Neutral', 'score': 0.01604413241147995}","{'label': 'Positive', 'score': 1.3882707207812928e-05}"
"{'label': 'Neutral', 'score': 0.8141641020774841}","{'label': 'Negative', 'score': 0.18164187669754028}","{'label': 'Positive', 'score': 0.0041940161027014256}"
"{'label': 'Neutral', 'score': 0.9999940395355225}","{'label': 'Positive', 'score': 4.9702416617947165e-06}","{'label': 'Negative', 'score': 9.108468361773703e-07}"
"{'label': 'Positive', 'score': 0.9997841715812683}","{'label': 'Neutral', 'score': 0.0002149141946574673}","{'label': 'Negative', 'score': 8.959962656263087e-07}"
"{'label': 'Neutral', 'score': 0.9985703229904175}","{'label': 'Positive', 'score': 0.0014290203107520938}","{'label': 'Negative', 'score': 5.511247991307755e-07}"
"{'label': 'Negative', 'score': 0.9999960660934448}","{'label': 'Neutral', 'score': 2.606657290016301e-06}","{'label': 'Positive', 'score': 1.313016468884598e-06}"
"{'label': 'Positive', 'score': 0.9740180969238281}","{'label': 'Neutral', 'score': 0.025973979383707047}","{'label': 'Negative', 'score': 7.8467483035638e-06}"
"{'label': 'Neutral', 'score': 0.802209734916687}","{'label': 'Positive', 'score': 0.19770696759223938}","{'label': 'Negative', 'score': 8.325566886924207e-05}"
"{'label': 'Negative', 'score': 0.9999725818634033}","{'label': 'Neutral', 'score': 1.9434941350482404e-05}","{'label': 'Positive', 'score': 8.021608664421365e-06}"
"{'label': 'Positive', 'score': 0.9999325275421143}","{'label': 'Neutral', 'score': 6.718788063153625e-05}","{'label': 'Negative', 'score': 2.900805782246607e-07}"
"{'label': 'Neutral', 'score': 0.9995636343955994}","{'label': 'Negative', 'score': 0.0003433158271946013}","{'label': 'Positive', 'score': 9.307764412369579e-05}"
"{'label': 'Positive', 'score': 0.9999977350234985}","{'label': 'Neutral', 'score': 1.674489112701849e-06}","{'label': 'Negative', 'score': 6.147419071567128e-07}"
"{'label': 'Neutral', 'score': 0.9999980926513672}","{'label': 'Negative', 'score': 1.7741527926773415e-06}","{'label': 'Positive', 'score': 1.6549962822409725e-07}"
"{'label': 'Positive', 'score': 0.5799619555473328}","{'label': 'Neutral', 'score': 0.2989727556705475}","{'label': 'Negative', 'score': 0.12106523662805557}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 7.867509310699461e-09}","{'label': 'Negative', 'score': 4.736123049298158e-09}"
"{'label': 'Neutral', 'score': 0.9974409341812134}","{'label': 'Positive', 'score': 0.0025326290633529425}","{'label': 'Negative', 'score': 2.6426576368976384e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.6113295142616835e-09}","{'label': 'Neutral', 'score': 1.0297392938340977e-09}"
"{'label': 'Positive', 'score': 0.9999773502349854}","{'label': 'Negative', 'score': 1.9118746422464028e-05}","{'label': 'Neutral', 'score': 3.603258164730505e-06}"
"{'label': 'Neutral', 'score': 0.999862790107727}","{'label': 'Positive', 'score': 7.582493708468974e-05}","{'label': 'Negative', 'score': 6.133058195700869e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 8.347406099673549e-10}","{'label': 'Negative', 'score': 6.281093423154971e-10}"
"{'label': 'Neutral', 'score': 0.9969876408576965}","{'label': 'Negative', 'score': 0.0029774869326502085}","{'label': 'Positive', 'score': 3.4897700970759615e-05}"
"{'label': 'Neutral', 'score': 0.9999709129333496}","{'label': 'Positive', 'score': 2.7993608455290087e-05}","{'label': 'Negative', 'score': 1.0964623697873321e-06}"
"{'label': 'Positive', 'score': 0.9999923706054688}","{'label': 'Neutral', 'score': 7.499626917706337e-06}","{'label': 'Negative', 'score': 1.3914885244048492e-07}"
"{'label': 'Negative', 'score': 0.9832083582878113}","{'label': 'Positive', 'score': 0.01678754761815071}","{'label': 'Neutral', 'score': 4.058842932863627e-06}"
"{'label': 'Positive', 'score': 0.9999902248382568}","{'label': 'Negative', 'score': 7.335796453844523e-06}","{'label': 'Neutral', 'score': 2.409136186543037e-06}"
"{'label': 'Negative', 'score': 0.9999991655349731}","{'label': 'Positive', 'score': 8.701665592525387e-07}","{'label': 'Neutral', 'score': 2.365946549787168e-08}"
"{'label': 'Positive', 'score': 0.9451776146888733}","{'label': 'Negative', 'score': 0.054538462311029434}","{'label': 'Neutral', 'score': 0.000283931934973225}"
"{'label': 'Positive', 'score': 0.9999986886978149}","{'label': 'Neutral', 'score': 1.137582785304403e-06}","{'label': 'Negative', 'score': 6.105018002244833e-08}"
"{'label': 'Neutral', 'score': 0.999249279499054}","{'label': 'Positive', 'score': 0.0007500385981984437}","{'label': 'Negative', 'score': 6.343950644804863e-07}"
"{'label': 'Negative', 'score': 0.856137216091156}","{'label': 'Neutral', 'score': 0.1436050832271576}","{'label': 'Positive', 'score': 0.00025765650207176805}"
"{'label': 'Neutral', 'score': 0.6401770710945129}","{'label': 'Positive', 'score': 0.21956214308738708}","{'label': 'Negative', 'score': 0.14026078581809998}"
"{'label': 'Neutral', 'score': 0.9999052286148071}","{'label': 'Negative', 'score': 8.285805233754218e-05}","{'label': 'Positive', 'score': 1.1905886822205503e-05}"
"{'label': 'Neutral', 'score': 0.9923593401908875}","{'label': 'Negative', 'score': 0.007638607174158096}","{'label': 'Positive', 'score': 2.0321788269939134e-06}"
"{'label': 'Positive', 'score': 0.6845740079879761}","{'label': 'Neutral', 'score': 0.2824154198169708}","{'label': 'Negative', 'score': 0.0330105721950531}"
"{'label': 'Positive', 'score': 0.6284138560295105}","{'label': 'Neutral', 'score': 0.34333422780036926}","{'label': 'Negative', 'score': 0.028251897543668747}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.931937276822282e-08}","{'label': 'Neutral', 'score': 4.811440135199518e-09}"
"{'label': 'Positive', 'score': 0.9999867677688599}","{'label': 'Neutral', 'score': 1.161218369816197e-05}","{'label': 'Negative', 'score': 1.6317740119120572e-06}"
"{'label': 'Positive', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 6.938446404092247e-07}","{'label': 'Neutral', 'score': 1.533836240241726e-07}"
"{'label': 'Positive', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 6.938446404092247e-07}","{'label': 'Neutral', 'score': 1.533836240241726e-07}"
"{'label': 'Negative', 'score': 0.9992645382881165}","{'label': 'Neutral', 'score': 0.0007332119275815785}","{'label': 'Positive', 'score': 2.2359749891620595e-06}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 3.8618986764049623e-07}","{'label': 'Negative', 'score': 6.936791407952114e-08}"
"{'label': 'Negative', 'score': 0.99992835521698}","{'label': 'Neutral', 'score': 5.231168688624166e-05}","{'label': 'Positive', 'score': 1.9367289496585727e-05}"
"{'label': 'Neutral', 'score': 0.9962447285652161}","{'label': 'Positive', 'score': 0.0035119974054396152}","{'label': 'Negative', 'score': 0.0002432669571135193}"
"{'label': 'Positive', 'score': 0.9366756677627563}","{'label': 'Neutral', 'score': 0.06084451451897621}","{'label': 'Negative', 'score': 0.002479786751791835}"
"{'label': 'Neutral', 'score': 0.9814772009849548}","{'label': 'Positive', 'score': 0.018366243690252304}","{'label': 'Negative', 'score': 0.00015658311895094812}"
"{'label': 'Neutral', 'score': 0.9999982118606567}","{'label': 'Positive', 'score': 1.3369933640206e-06}","{'label': 'Negative', 'score': 4.53265187161378e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 4.547080934003134e-09}","{'label': 'Neutral', 'score': 1.3082062100266967e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.5267660791760136e-08}","{'label': 'Negative', 'score': 3.624309297123318e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.958060380502502e-09}","{'label': 'Neutral', 'score': 1.0146334883387453e-09}"
"{'label': 'Negative', 'score': 0.9999970197677612}","{'label': 'Neutral', 'score': 1.798998937374563e-06}","{'label': 'Positive', 'score': 1.1554644743227982e-06}"
"{'label': 'Positive', 'score': 0.9966608285903931}","{'label': 'Neutral', 'score': 0.002207482233643532}","{'label': 'Negative', 'score': 0.0011317251482978463}"
"{'label': 'Neutral', 'score': 0.9999502897262573}","{'label': 'Positive', 'score': 3.305199061287567e-05}","{'label': 'Negative', 'score': 1.6643567505525425e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.8048556427174844e-08}","{'label': 'Negative', 'score': 3.152706540276995e-09}"
"{'label': 'Neutral', 'score': 0.9999303817749023}","{'label': 'Negative', 'score': 3.571445995476097e-05}","{'label': 'Positive', 'score': 3.388944242033176e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 9.004277323754195e-09}","{'label': 'Negative', 'score': 7.718675143486564e-10}"
"{'label': 'Positive', 'score': 0.9999817609786987}","{'label': 'Neutral', 'score': 1.8189150068792515e-05}","{'label': 'Negative', 'score': 1.5527209740184844e-08}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 1.0494392199689173e-07}","{'label': 'Negative', 'score': 4.813192955310797e-09}"
"{'label': 'Neutral', 'score': 0.9938371777534485}","{'label': 'Positive', 'score': 0.006157894153147936}","{'label': 'Negative', 'score': 4.932372121402295e-06}"
"{'label': 'Positive', 'score': 0.9743248820304871}","{'label': 'Neutral', 'score': 0.02567271888256073}","{'label': 'Negative', 'score': 2.4783278149698162e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4299048611832177e-09}","{'label': 'Neutral', 'score': 1.1251016784896706e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4299048611832177e-09}","{'label': 'Neutral', 'score': 1.1251016784896706e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4299048611832177e-09}","{'label': 'Neutral', 'score': 1.1251016784896706e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 7.296227177988612e-09}","{'label': 'Negative', 'score': 2.8930415840733303e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.4299048611832177e-09}","{'label': 'Neutral', 'score': 1.1251016784896706e-09}"
"{'label': 'Neutral', 'score': 0.999968409538269}","{'label': 'Positive', 'score': 2.973889422719367e-05}","{'label': 'Negative', 'score': 1.9616272766143084e-06}"
"{'label': 'Neutral', 'score': 0.9999854564666748}","{'label': 'Negative', 'score': 8.202228855225258e-06}","{'label': 'Positive', 'score': 6.346483587549301e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.3728286063496853e-08}","{'label': 'Negative', 'score': 2.3494528544887316e-09}"
"{'label': 'Neutral', 'score': 0.9730405807495117}","{'label': 'Positive', 'score': 0.02687760628759861}","{'label': 'Negative', 'score': 8.17597028799355e-05}"
"{'label': 'Negative', 'score': 0.999995231628418}","{'label': 'Neutral', 'score': 4.2957622099493165e-06}","{'label': 'Positive', 'score': 4.379830613743252e-07}"
"{'label': 'Positive', 'score': 0.9998466968536377}","{'label': 'Neutral', 'score': 0.00015285512199625373}","{'label': 'Negative', 'score': 5.090295758236607e-07}"
"{'label': 'Positive', 'score': 0.997461199760437}","{'label': 'Neutral', 'score': 0.002444120356813073}","{'label': 'Negative', 'score': 9.462937305215746e-05}"
"{'label': 'Positive', 'score': 0.9999804496765137}","{'label': 'Neutral', 'score': 1.4729931535839569e-05}","{'label': 'Negative', 'score': 4.813946816284442e-06}"
"{'label': 'Neutral', 'score': 0.999988317489624}","{'label': 'Negative', 'score': 6.568889148184098e-06}","{'label': 'Positive', 'score': 5.066879111836897e-06}"
"{'label': 'Neutral', 'score': 0.9999922513961792}","{'label': 'Negative', 'score': 7.716988875472452e-06}","{'label': 'Positive', 'score': 2.771915319499385e-08}"
"{'label': 'Positive', 'score': 0.7534197568893433}","{'label': 'Neutral', 'score': 0.2216215431690216}","{'label': 'Negative', 'score': 0.024958709254860878}"
"{'label': 'Neutral', 'score': 0.9999818801879883}","{'label': 'Negative', 'score': 1.3898374163545668e-05}","{'label': 'Positive', 'score': 4.132703452341957e-06}"
"{'label': 'Neutral', 'score': 0.9999654293060303}","{'label': 'Positive', 'score': 1.80003626155667e-05}","{'label': 'Negative', 'score': 1.6569369108765386e-05}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 6.320698275885661e-08}","{'label': 'Negative', 'score': 1.292637730188062e-08}"
"{'label': 'Positive', 'score': 0.9999392032623291}","{'label': 'Neutral', 'score': 4.749879735754803e-05}","{'label': 'Negative', 'score': 1.3407288861344568e-05}"
"{'label': 'Neutral', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 1.5260471286637767e-07}","{'label': 'Positive', 'score': 9.98174414235109e-08}"
