0,1,2
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 1.7964964627026347e-07}","{'label': 'Negative', 'score': 1.637578961322106e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 8.642214166521001e-10}","{'label': 'Negative', 'score': 4.509120854478965e-10}"
"{'label': 'Neutral', 'score': 0.9999983310699463}","{'label': 'Negative', 'score': 1.5414550489367684e-06}","{'label': 'Positive', 'score': 7.342679708699507e-08}"
"{'label': 'Neutral', 'score': 0.9999986886978149}","{'label': 'Positive', 'score': 9.334683568340552e-07}","{'label': 'Negative', 'score': 3.378010546839505e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.5689435306498467e-09}","{'label': 'Negative', 'score': 9.193467653823006e-10}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.5646252071732647e-09}","{'label': 'Neutral', 'score': 7.46050610178628e-10}"
"{'label': 'Positive', 'score': 0.9999991655349731}","{'label': 'Neutral', 'score': 6.882468710500689e-07}","{'label': 'Negative', 'score': 9.070205919670116e-08}"
"{'label': 'Positive', 'score': 0.9999998807907104}","{'label': 'Neutral', 'score': 9.827554947605677e-08}","{'label': 'Negative', 'score': 1.9812857132706085e-08}"
"{'label': 'Neutral', 'score': 0.9999959468841553}","{'label': 'Negative', 'score': 3.980985638918355e-06}","{'label': 'Positive', 'score': 6.958990184102731e-08}"
"{'label': 'Neutral', 'score': 0.9999991655349731}","{'label': 'Negative', 'score': 7.284491516656999e-07}","{'label': 'Positive', 'score': 1.717687325708539e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.588770442457644e-08}","{'label': 'Negative', 'score': 1.737955379610412e-08}"
"{'label': 'Positive', 'score': 0.9977476000785828}","{'label': 'Neutral', 'score': 0.002246412681415677}","{'label': 'Negative', 'score': 5.952508672635304e-06}"
"{'label': 'Negative', 'score': 0.9999552965164185}","{'label': 'Neutral', 'score': 4.4435371819417924e-05}","{'label': 'Positive', 'score': 2.217578014551691e-07}"
"{'label': 'Neutral', 'score': 0.8790538907051086}","{'label': 'Positive', 'score': 0.12093773484230042}","{'label': 'Negative', 'score': 8.425507076026406e-06}"
"{'label': 'Negative', 'score': 0.9858523607254028}","{'label': 'Positive', 'score': 0.011018558405339718}","{'label': 'Neutral', 'score': 0.0031291204504668713}"
"{'label': 'Positive', 'score': 0.9999889135360718}","{'label': 'Neutral', 'score': 1.1095367881353013e-05}","{'label': 'Negative', 'score': 1.9886162050397616e-08}"
"{'label': 'Neutral', 'score': 0.9999960660934448}","{'label': 'Negative', 'score': 3.7720453747169813e-06}","{'label': 'Positive', 'score': 1.1761090945583419e-07}"
"{'label': 'Neutral', 'score': 0.9999901056289673}","{'label': 'Negative', 'score': 9.160951776721049e-06}","{'label': 'Positive', 'score': 6.820483235969732e-07}"
"{'label': 'Negative', 'score': 0.9538052082061768}","{'label': 'Positive', 'score': 0.046091675758361816}","{'label': 'Neutral', 'score': 0.00010309945355402306}"
"{'label': 'Positive', 'score': 0.9999985694885254}","{'label': 'Neutral', 'score': 1.4742880694029736e-06}","{'label': 'Negative', 'score': 2.8653925898680654e-09}"
"{'label': 'Neutral', 'score': 0.9966959953308105}","{'label': 'Positive', 'score': 0.003297960152849555}","{'label': 'Negative', 'score': 6.114399639045587e-06}"
"{'label': 'Positive', 'score': 0.9999992847442627}","{'label': 'Neutral', 'score': 6.384814241755521e-07}","{'label': 'Negative', 'score': 1.503756124066058e-07}"
"{'label': 'Neutral', 'score': 0.9986887574195862}","{'label': 'Positive', 'score': 0.0012140548788011074}","{'label': 'Negative', 'score': 9.713244799058884e-05}"
"{'label': 'Negative', 'score': 0.9999905824661255}","{'label': 'Neutral', 'score': 8.764993253862485e-06}","{'label': 'Positive', 'score': 6.0665956880257e-07}"
"{'label': 'Negative', 'score': 0.9997156262397766}","{'label': 'Positive', 'score': 0.00023290968965739012}","{'label': 'Neutral', 'score': 5.144524038769305e-05}"
"{'label': 'Positive', 'score': 0.9999730587005615}","{'label': 'Negative', 'score': 2.6432917366037145e-05}","{'label': 'Neutral', 'score': 4.957968258167966e-07}"
"{'label': 'Positive', 'score': 0.9999287128448486}","{'label': 'Neutral', 'score': 7.087824633345008e-05}","{'label': 'Negative', 'score': 3.1105233233574836e-07}"
"{'label': 'Positive', 'score': 0.9998948574066162}","{'label': 'Neutral', 'score': 0.00010417835437692702}","{'label': 'Negative', 'score': 9.89016825769795e-07}"
"{'label': 'Negative', 'score': 0.9999979734420776}","{'label': 'Neutral', 'score': 1.905673002511321e-06}","{'label': 'Positive', 'score': 1.0573858588713847e-07}"
"{'label': 'Negative', 'score': 0.9985041618347168}","{'label': 'Positive', 'score': 0.0014212027890607715}","{'label': 'Neutral', 'score': 7.468998956028372e-05}"
"{'label': 'Negative', 'score': 0.999974250793457}","{'label': 'Positive', 'score': 2.4541481252526864e-05}","{'label': 'Neutral', 'score': 1.1589607993300888e-06}"
"{'label': 'Negative', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.254656289504055e-07}","{'label': 'Positive', 'score': 9.593344429958961e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.5921719054290406e-08}","{'label': 'Negative', 'score': 2.850928382258644e-09}"
"{'label': 'Neutral', 'score': 0.9997186064720154}","{'label': 'Positive', 'score': 0.00026420081849209964}","{'label': 'Negative', 'score': 1.7208958524861373e-05}"
"{'label': 'Neutral', 'score': 0.5601757764816284}","{'label': 'Negative', 'score': 0.3775777816772461}","{'label': 'Positive', 'score': 0.062246471643447876}"
"{'label': 'Neutral', 'score': 0.999936580657959}","{'label': 'Positive', 'score': 4.223544237902388e-05}","{'label': 'Negative', 'score': 2.1253928935038857e-05}"
"{'label': 'Negative', 'score': 0.9999992847442627}","{'label': 'Positive', 'score': 4.3946681671513943e-07}","{'label': 'Neutral', 'score': 3.202874552243884e-07}"
"{'label': 'Neutral', 'score': 0.9967256784439087}","{'label': 'Negative', 'score': 0.0032663163729012012}","{'label': 'Positive', 'score': 7.932940206956118e-06}"
"{'label': 'Positive', 'score': 0.9902172684669495}","{'label': 'Neutral', 'score': 0.006971105933189392}","{'label': 'Negative', 'score': 0.002811497077345848}"
"{'label': 'Neutral', 'score': 0.9995337724685669}","{'label': 'Positive', 'score': 0.0003168865223415196}","{'label': 'Negative', 'score': 0.00014938398089725524}"
"{'label': 'Negative', 'score': 0.9999986886978149}","{'label': 'Neutral', 'score': 8.579976338296547e-07}","{'label': 'Positive', 'score': 4.900098815596721e-07}"
"{'label': 'Neutral', 'score': 0.9999796152114868}","{'label': 'Positive', 'score': 1.48387525769067e-05}","{'label': 'Negative', 'score': 5.5689806686132215e-06}"
"{'label': 'Neutral', 'score': 0.9999895095825195}","{'label': 'Negative', 'score': 6.830102392996196e-06}","{'label': 'Positive', 'score': 3.740493184523075e-06}"
"{'label': 'Neutral', 'score': 0.999988317489624}","{'label': 'Negative', 'score': 8.098286343738437e-06}","{'label': 'Positive', 'score': 3.5891266634280328e-06}"
"{'label': 'Negative', 'score': 0.9986628293991089}","{'label': 'Positive', 'score': 0.0013110183645039797}","{'label': 'Neutral', 'score': 2.6099371098098345e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 2.2576340796831573e-08}","{'label': 'Neutral', 'score': 1.085487255636508e-08}"
"{'label': 'Neutral', 'score': 0.9999957084655762}","{'label': 'Negative', 'score': 3.764321036214824e-06}","{'label': 'Positive', 'score': 4.839264988731884e-07}"
"{'label': 'Neutral', 'score': 0.9999852180480957}","{'label': 'Negative', 'score': 1.1245348105148878e-05}","{'label': 'Positive', 'score': 3.5544869660952827e-06}"
"{'label': 'Neutral', 'score': 0.999980092048645}","{'label': 'Negative', 'score': 1.3044405022810679e-05}","{'label': 'Positive', 'score': 6.894953912706114e-06}"
"{'label': 'Neutral', 'score': 0.9999963045120239}","{'label': 'Positive', 'score': 1.8811165318766143e-06}","{'label': 'Negative', 'score': 1.7860398884295137e-06}"
"{'label': 'Neutral', 'score': 0.9999936819076538}","{'label': 'Negative', 'score': 4.013431862404104e-06}","{'label': 'Positive', 'score': 2.300139612998464e-06}"
"{'label': 'Negative', 'score': 0.6608237028121948}","{'label': 'Neutral', 'score': 0.33917197585105896}","{'label': 'Positive', 'score': 4.293895926821278e-06}"
"{'label': 'Negative', 'score': 0.9843202829360962}","{'label': 'Neutral', 'score': 0.014482320286333561}","{'label': 'Positive', 'score': 0.0011973596410825849}"
"{'label': 'Positive', 'score': 0.9995341300964355}","{'label': 'Neutral', 'score': 0.00046370635391213}","{'label': 'Negative', 'score': 2.113212076437776e-06}"
"{'label': 'Positive', 'score': 0.9998346567153931}","{'label': 'Neutral', 'score': 0.00016058531764429063}","{'label': 'Negative', 'score': 4.768337930727284e-06}"
"{'label': 'Negative', 'score': 0.999947190284729}","{'label': 'Neutral', 'score': 5.184936526347883e-05}","{'label': 'Positive', 'score': 9.856532869889634e-07}"
"{'label': 'Negative', 'score': 0.9999990463256836}","{'label': 'Neutral', 'score': 8.34017725992453e-07}","{'label': 'Positive', 'score': 1.659516470908784e-07}"
"{'label': 'Neutral', 'score': 0.619545042514801}","{'label': 'Positive', 'score': 0.19126096367835999}","{'label': 'Negative', 'score': 0.18919388949871063}"
"{'label': 'Positive', 'score': 0.759996771812439}","{'label': 'Negative', 'score': 0.17496678233146667}","{'label': 'Neutral', 'score': 0.06503640115261078}"
"{'label': 'Neutral', 'score': 0.9997978806495667}","{'label': 'Positive', 'score': 0.00018354857456870377}","{'label': 'Negative', 'score': 1.8601804185891524e-05}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684329153154977e-06}","{'label': 'Positive', 'score': 4.37468571590216e-07}"
"{'label': 'Neutral', 'score': 0.9999756813049316}","{'label': 'Negative', 'score': 1.4154266864352394e-05}","{'label': 'Positive', 'score': 1.0170639143325388e-05}"
"{'label': 'Neutral', 'score': 0.9991509914398193}","{'label': 'Positive', 'score': 0.0007543939282186329}","{'label': 'Negative', 'score': 9.454195969738066e-05}"
"{'label': 'Neutral', 'score': 0.8040412068367004}","{'label': 'Positive', 'score': 0.19198516011238098}","{'label': 'Negative', 'score': 0.003973641898483038}"
"{'label': 'Positive', 'score': 0.9986116886138916}","{'label': 'Neutral', 'score': 0.0013822424225509167}","{'label': 'Negative', 'score': 6.111085895099677e-06}"
"{'label': 'Neutral', 'score': 0.9992398023605347}","{'label': 'Positive', 'score': 0.000478787231259048}","{'label': 'Negative', 'score': 0.00028150639263913035}"
"{'label': 'Negative', 'score': 0.9999997615814209}","{'label': 'Positive', 'score': 2.1884980583308788e-07}","{'label': 'Neutral', 'score': 3.429275352573313e-08}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.354587553237252e-08}","{'label': 'Negative', 'score': 7.018023939764362e-09}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684329153154977e-06}","{'label': 'Positive', 'score': 4.37468571590216e-07}"
"{'label': 'Neutral', 'score': 0.9999027252197266}","{'label': 'Positive', 'score': 9.033435344463214e-05}","{'label': 'Negative', 'score': 6.869101071060868e-06}"
"{'label': 'Neutral', 'score': 0.9999938011169434}","{'label': 'Negative', 'score': 5.684329153154977e-06}","{'label': 'Positive', 'score': 4.37468571590216e-07}"
"{'label': 'Neutral', 'score': 0.9998185038566589}","{'label': 'Negative', 'score': 0.00017693046538624913}","{'label': 'Positive', 'score': 4.6750978981435765e-06}"
"{'label': 'Neutral', 'score': 0.9992440938949585}","{'label': 'Positive', 'score': 0.0005867659347131848}","{'label': 'Negative', 'score': 0.00016917854372877628}"
"{'label': 'Neutral', 'score': 0.9999511241912842}","{'label': 'Positive', 'score': 4.7256689867936075e-05}","{'label': 'Negative', 'score': 1.6391538792959182e-06}"
"{'label': 'Negative', 'score': 0.9717831611633301}","{'label': 'Neutral', 'score': 0.021163592115044594}","{'label': 'Positive', 'score': 0.007053224835544825}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 3.6230733968523055e-08}","{'label': 'Negative', 'score': 3.014480753904536e-08}"
"{'label': 'Neutral', 'score': 0.9990461468696594}","{'label': 'Negative', 'score': 0.0004846277879551053}","{'label': 'Positive', 'score': 0.0004691898066084832}"
"{'label': 'Neutral', 'score': 0.975980281829834}","{'label': 'Negative', 'score': 0.023926371708512306}","{'label': 'Positive', 'score': 9.328129817731678e-05}"
"{'label': 'Neutral', 'score': 0.9866851568222046}","{'label': 'Positive', 'score': 0.013060525991022587}","{'label': 'Negative', 'score': 0.0002543033624533564}"
"{'label': 'Negative', 'score': 0.9992259740829468}","{'label': 'Neutral', 'score': 0.0007581477402709424}","{'label': 'Positive', 'score': 1.5910874935798347e-05}"
"{'label': 'Neutral', 'score': 0.9998263716697693}","{'label': 'Positive', 'score': 0.00014434933837037534}","{'label': 'Negative', 'score': 2.9323857233976014e-05}"
"{'label': 'Neutral', 'score': 0.991641640663147}","{'label': 'Positive', 'score': 0.00832273531705141}","{'label': 'Negative', 'score': 3.560008917702362e-05}"
"{'label': 'Neutral', 'score': 0.9919987320899963}","{'label': 'Positive', 'score': 0.007972552441060543}","{'label': 'Negative', 'score': 2.8687587473541498e-05}"
"{'label': 'Positive', 'score': 0.9999879598617554}","{'label': 'Neutral', 'score': 1.1783292393374722e-05}","{'label': 'Negative', 'score': 2.8064440016351e-07}"
"{'label': 'Neutral', 'score': 0.6885625123977661}","{'label': 'Negative', 'score': 0.3113710880279541}","{'label': 'Positive', 'score': 6.637747719651088e-05}"
"{'label': 'Positive', 'score': 0.9999544620513916}","{'label': 'Neutral', 'score': 4.526647535385564e-05}","{'label': 'Negative', 'score': 2.437462001125823e-07}"
"{'label': 'Neutral', 'score': 0.9868952035903931}","{'label': 'Positive', 'score': 0.013045073486864567}","{'label': 'Negative', 'score': 5.973286533844657e-05}"
"{'label': 'Neutral', 'score': 0.999998927116394}","{'label': 'Negative', 'score': 1.0008947128881118e-06}","{'label': 'Positive', 'score': 1.4395320135918155e-07}"
"{'label': 'Negative', 'score': 0.9999338388442993}","{'label': 'Neutral', 'score': 6.522180774481967e-05}","{'label': 'Positive', 'score': 9.424608151675784e-07}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 2.3056649922637007e-07}","{'label': 'Neutral', 'score': 5.251127888072915e-08}"
"{'label': 'Neutral', 'score': 0.9971319437026978}","{'label': 'Negative', 'score': 0.0026933487970381975}","{'label': 'Positive', 'score': 0.00017472759645897895}"
"{'label': 'Positive', 'score': 0.9996131062507629}","{'label': 'Negative', 'score': 0.00022718335094396025}","{'label': 'Neutral', 'score': 0.00015976633585523814}"
"{'label': 'Positive', 'score': 0.985516369342804}","{'label': 'Negative', 'score': 0.014364033006131649}","{'label': 'Neutral', 'score': 0.00011955959053011611}"
"{'label': 'Positive', 'score': 0.985516369342804}","{'label': 'Negative', 'score': 0.014364033006131649}","{'label': 'Neutral', 'score': 0.00011955959053011611}"
"{'label': 'Positive', 'score': 0.985516369342804}","{'label': 'Negative', 'score': 0.014364033006131649}","{'label': 'Neutral', 'score': 0.00011955959053011611}"
"{'label': 'Neutral', 'score': 0.999966025352478}","{'label': 'Negative', 'score': 2.2475802325061522e-05}","{'label': 'Positive', 'score': 1.1418896065151785e-05}"
"{'label': 'Neutral', 'score': 0.9999853372573853}","{'label': 'Negative', 'score': 1.0395081517344806e-05}","{'label': 'Positive', 'score': 4.243284820404369e-06}"
"{'label': 'Neutral', 'score': 0.9999713897705078}","{'label': 'Positive', 'score': 2.0325027435319498e-05}","{'label': 'Negative', 'score': 8.230258572439197e-06}"
"{'label': 'Negative', 'score': 0.9959113597869873}","{'label': 'Neutral', 'score': 0.0040869154036045074}","{'label': 'Positive', 'score': 1.7264725329368957e-06}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 2.7793333856607205e-07}","{'label': 'Negative', 'score': 9.584488758207499e-09}"
"{'label': 'Positive', 'score': 0.9999940395355225}","{'label': 'Negative', 'score': 5.697219421563204e-06}","{'label': 'Neutral', 'score': 1.9791448835349001e-07}"
"{'label': 'Neutral', 'score': 0.9473312497138977}","{'label': 'Positive', 'score': 0.05146919563412666}","{'label': 'Negative', 'score': 0.001199573976919055}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.160104450865674e-08}","{'label': 'Negative', 'score': 9.700800163159329e-09}"
"{'label': 'Negative', 'score': 0.9858123064041138}","{'label': 'Positive', 'score': 0.011689512059092522}","{'label': 'Neutral', 'score': 0.002498254179954529}"
"{'label': 'Positive', 'score': 0.9999958276748657}","{'label': 'Neutral', 'score': 4.144522335991496e-06}","{'label': 'Negative', 'score': 2.3962535067312274e-08}"
"{'label': 'Neutral', 'score': 0.9998927116394043}","{'label': 'Negative', 'score': 7.143171387724578e-05}","{'label': 'Positive', 'score': 3.592291977838613e-05}"
"{'label': 'Neutral', 'score': 0.9997499585151672}","{'label': 'Positive', 'score': 0.00024119502631947398}","{'label': 'Negative', 'score': 8.857119610183872e-06}"
"{'label': 'Neutral', 'score': 0.9999690055847168}","{'label': 'Positive', 'score': 2.40354856941849e-05}","{'label': 'Negative', 'score': 6.896594186400762e-06}"
"{'label': 'Neutral', 'score': 0.9590892791748047}","{'label': 'Positive', 'score': 0.038686107844114304}","{'label': 'Negative', 'score': 0.0022246609441936016}"
"{'label': 'Positive', 'score': 0.5337932109832764}","{'label': 'Neutral', 'score': 0.4642237424850464}","{'label': 'Negative', 'score': 0.001983045833185315}"
"{'label': 'Negative', 'score': 0.9979720711708069}","{'label': 'Neutral', 'score': 0.0020200686994940042}","{'label': 'Positive', 'score': 7.892525900388137e-06}"
"{'label': 'Neutral', 'score': 0.996994137763977}","{'label': 'Positive', 'score': 0.002291335491463542}","{'label': 'Negative', 'score': 0.0007144995615817606}"
"{'label': 'Neutral', 'score': 0.9976921081542969}","{'label': 'Positive', 'score': 0.002306889044120908}","{'label': 'Negative', 'score': 1.032262048283883e-06}"
"{'label': 'Neutral', 'score': 0.9999030828475952}","{'label': 'Positive', 'score': 8.06370735517703e-05}","{'label': 'Negative', 'score': 1.6313226296915673e-05}"
"{'label': 'Neutral', 'score': 0.9998263716697693}","{'label': 'Positive', 'score': 0.00014434933837037534}","{'label': 'Negative', 'score': 2.9323857233976014e-05}"
"{'label': 'Neutral', 'score': 0.9928719401359558}","{'label': 'Negative', 'score': 0.007126860320568085}","{'label': 'Positive', 'score': 1.1757833817682695e-06}"
"{'label': 'Neutral', 'score': 0.999990701675415}","{'label': 'Negative', 'score': 6.725958428432932e-06}","{'label': 'Positive', 'score': 2.6659013201424386e-06}"
"{'label': 'Negative', 'score': 0.9998867511749268}","{'label': 'Neutral', 'score': 6.048313298379071e-05}","{'label': 'Positive', 'score': 5.2694042096845806e-05}"
"{'label': 'Neutral', 'score': 0.9989390969276428}","{'label': 'Positive', 'score': 0.0010346460621804}","{'label': 'Negative', 'score': 2.630702692840714e-05}"
"{'label': 'Positive', 'score': 0.9849798083305359}","{'label': 'Neutral', 'score': 0.015015266835689545}","{'label': 'Negative', 'score': 4.8965880523610394e-06}"
"{'label': 'Neutral', 'score': 0.9967191815376282}","{'label': 'Positive', 'score': 0.0032693520188331604}","{'label': 'Negative', 'score': 1.140763833973324e-05}"
"{'label': 'Neutral', 'score': 0.9967191815376282}","{'label': 'Positive', 'score': 0.0032693520188331604}","{'label': 'Negative', 'score': 1.140763833973324e-05}"
"{'label': 'Neutral', 'score': 0.9979203343391418}","{'label': 'Positive', 'score': 0.001957943197339773}","{'label': 'Negative', 'score': 0.00012171302660135552}"
"{'label': 'Positive', 'score': 0.999030351638794}","{'label': 'Neutral', 'score': 0.0009675308829173446}","{'label': 'Negative', 'score': 2.1116195512149716e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.3256792108506943e-08}","{'label': 'Negative', 'score': 3.404346582414064e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.3256792108506943e-08}","{'label': 'Negative', 'score': 3.404346582414064e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.473635518640549e-08}","{'label': 'Negative', 'score': 5.818878712204878e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 2.473635518640549e-08}","{'label': 'Negative', 'score': 5.818878712204878e-09}"
"{'label': 'Neutral', 'score': 0.9986514449119568}","{'label': 'Positive', 'score': 0.0012504163896664977}","{'label': 'Negative', 'score': 9.818755643209442e-05}"
"{'label': 'Negative', 'score': 0.6569331288337708}","{'label': 'Neutral', 'score': 0.3080305755138397}","{'label': 'Positive', 'score': 0.035036228597164154}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.3958790567869528e-08}","{'label': 'Neutral', 'score': 5.497205801674454e-09}"
"{'label': 'Negative', 'score': 0.9921663999557495}","{'label': 'Neutral', 'score': 0.007713918574154377}","{'label': 'Positive', 'score': 0.00011973883374594152}"
"{'label': 'Neutral', 'score': 0.9999303817749023}","{'label': 'Negative', 'score': 3.571445995476097e-05}","{'label': 'Positive', 'score': 3.388944242033176e-05}"
"{'label': 'Neutral', 'score': 0.9999837875366211}","{'label': 'Negative', 'score': 9.510870768281166e-06}","{'label': 'Positive', 'score': 6.618479346798267e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.1159079882361311e-08}","{'label': 'Neutral', 'score': 3.433534789820669e-09}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.5307000111874913e-09}","{'label': 'Neutral', 'score': 9.824323576879124e-10}"
"{'label': 'Neutral', 'score': 0.9999977350234985}","{'label': 'Negative', 'score': 2.3006577976047993e-06}","{'label': 'Positive', 'score': 4.5435182727260326e-08}"
"{'label': 'Negative', 'score': 0.9999957084655762}","{'label': 'Positive', 'score': 3.226347416784847e-06}","{'label': 'Neutral', 'score': 1.0633268630044768e-06}"
"{'label': 'Neutral', 'score': 0.9999880790710449}","{'label': 'Negative', 'score': 9.105806384468451e-06}","{'label': 'Positive', 'score': 2.8222407308930997e-06}"
"{'label': 'Neutral', 'score': 0.9963591694831848}","{'label': 'Negative', 'score': 0.0036403860431164503}","{'label': 'Positive', 'score': 5.002331135983695e-07}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.865545273815883e-09}","{'label': 'Negative', 'score': 1.4921701652070851e-09}"
"{'label': 'Neutral', 'score': 0.7098892331123352}","{'label': 'Negative', 'score': 0.29009976983070374}","{'label': 'Positive', 'score': 1.103731119656004e-05}"
"{'label': 'Neutral', 'score': 0.9999793767929077}","{'label': 'Negative', 'score': 1.1598130186030176e-05}","{'label': 'Positive', 'score': 9.023877282743342e-06}"
"{'label': 'Neutral', 'score': 0.9966668486595154}","{'label': 'Negative', 'score': 0.0033323639072477818}","{'label': 'Positive', 'score': 8.848463153299235e-07}"
"{'label': 'Positive', 'score': 0.9999997615814209}","{'label': 'Negative', 'score': 2.609343994208757e-07}","{'label': 'Neutral', 'score': 1.4772129297568881e-08}"
"{'label': 'Negative', 'score': 0.9999997615814209}","{'label': 'Neutral', 'score': 1.472309492100976e-07}","{'label': 'Positive', 'score': 3.88349938873489e-08}"
"{'label': 'Neutral', 'score': 0.9999990463256836}","{'label': 'Negative', 'score': 9.325646033175872e-07}","{'label': 'Positive', 'score': 1.4159787120604506e-08}"
"{'label': 'Neutral', 'score': 0.9073197245597839}","{'label': 'Negative', 'score': 0.09267393499612808}","{'label': 'Positive', 'score': 6.399160156433936e-06}"
"{'label': 'Neutral', 'score': 0.9999864101409912}","{'label': 'Negative', 'score': 9.970965038519353e-06}","{'label': 'Positive', 'score': 3.5450661926006433e-06}"
"{'label': 'Neutral', 'score': 0.9995129108428955}","{'label': 'Positive', 'score': 0.000486365839606151}","{'label': 'Negative', 'score': 7.34904403998371e-07}"
"{'label': 'Neutral', 'score': 0.8233062624931335}","{'label': 'Negative', 'score': 0.17654046416282654}","{'label': 'Positive', 'score': 0.00015330902533605695}"
"{'label': 'Negative', 'score': 0.7418308854103088}","{'label': 'Neutral', 'score': 0.2581300735473633}","{'label': 'Positive', 'score': 3.9056409150362015e-05}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Negative', 'score': 1.018299777832965e-09}","{'label': 'Neutral', 'score': 8.837848231024736e-10}"
"{'label': 'Neutral', 'score': 0.9999911785125732}","{'label': 'Negative', 'score': 8.376160621992312e-06}","{'label': 'Positive', 'score': 4.3398395632721076e-07}"
"{'label': 'Positive', 'score': 0.9999960660934448}","{'label': 'Neutral', 'score': 2.183700416935608e-06}","{'label': 'Negative', 'score': 1.8299449493497377e-06}"
"{'label': 'Negative', 'score': 0.999998927116394}","{'label': 'Positive', 'score': 9.301600698563561e-07}","{'label': 'Neutral', 'score': 8.559664621543561e-08}"
"{'label': 'Neutral', 'score': 0.9999816417694092}","{'label': 'Negative', 'score': 1.3585157830675598e-05}","{'label': 'Positive', 'score': 4.81663892060169e-06}"
"{'label': 'Neutral', 'score': 0.9524299502372742}","{'label': 'Negative', 'score': 0.04756402596831322}","{'label': 'Positive', 'score': 6.049784133210778e-06}"
"{'label': 'Positive', 'score': 0.9962747097015381}","{'label': 'Neutral', 'score': 0.0035459869541227818}","{'label': 'Negative', 'score': 0.00017938688688445836}"
"{'label': 'Neutral', 'score': 0.9999966621398926}","{'label': 'Positive', 'score': 2.7309131382935448e-06}","{'label': 'Negative', 'score': 5.879830951016629e-07}"
"{'label': 'Neutral', 'score': 0.9818726181983948}","{'label': 'Negative', 'score': 0.0181267112493515}","{'label': 'Positive', 'score': 7.569434501419892e-07}"
"{'label': 'Neutral', 'score': 0.999994158744812}","{'label': 'Negative', 'score': 5.256475105852587e-06}","{'label': 'Positive', 'score': 5.932841986577841e-07}"
"{'label': 'Neutral', 'score': 0.9999428987503052}","{'label': 'Positive', 'score': 5.5777352827135473e-05}","{'label': 'Negative', 'score': 1.3508968095266027e-06}"
"{'label': 'Neutral', 'score': 0.7449684143066406}","{'label': 'Negative', 'score': 0.25502026081085205}","{'label': 'Positive', 'score': 1.132375473389402e-05}"
"{'label': 'Neutral', 'score': 0.9999314546585083}","{'label': 'Positive', 'score': 3.44838117598556e-05}","{'label': 'Negative', 'score': 3.413502417970449e-05}"
"{'label': 'Negative', 'score': 0.9989081621170044}","{'label': 'Neutral', 'score': 0.0010910927085205913}","{'label': 'Positive', 'score': 7.189137249952182e-07}"
"{'label': 'Negative', 'score': 0.8029355406761169}","{'label': 'Neutral', 'score': 0.197010800242424}","{'label': 'Positive', 'score': 5.3703744924860075e-05}"
"{'label': 'Positive', 'score': 0.992313802242279}","{'label': 'Neutral', 'score': 0.00768569391220808}","{'label': 'Negative', 'score': 4.811560643247503e-07}"
"{'label': 'Negative', 'score': 0.9974634647369385}","{'label': 'Neutral', 'score': 0.0025337638799101114}","{'label': 'Positive', 'score': 2.8122015010012547e-06}"
"{'label': 'Positive', 'score': 1.0}","{'label': 'Neutral', 'score': 1.2567273888208774e-09}","{'label': 'Negative', 'score': 8.874282975135372e-10}"
"{'label': 'Positive', 'score': 0.9999995231628418}","{'label': 'Neutral', 'score': 4.648996707601327e-07}","{'label': 'Negative', 'score': 1.4663236846956806e-08}"
"{'label': 'Neutral', 'score': 0.5542693138122559}","{'label': 'Negative', 'score': 0.4456999599933624}","{'label': 'Positive', 'score': 3.072541221627034e-05}"
"{'label': 'Negative', 'score': 0.9913290739059448}","{'label': 'Neutral', 'score': 0.008667627349495888}","{'label': 'Positive', 'score': 3.2502252906851936e-06}"
