0,1,2
"{'label': 'positive', 'score': 0.9205166101455688}","{'label': 'neutral', 'score': 0.07116491347551346}","{'label': 'negative', 'score': 0.008318490348756313}"
"{'label': 'neutral', 'score': 0.7285552024841309}","{'label': 'positive', 'score': 0.26412123441696167}","{'label': 'negative', 'score': 0.007323534693568945}"
"{'label': 'positive', 'score': 0.9268016815185547}","{'label': 'negative', 'score': 0.03682954981923103}","{'label': 'neutral', 'score': 0.03636881709098816}"
"{'label': 'neutral', 'score': 0.5020195841789246}","{'label': 'positive', 'score': 0.4796893298625946}","{'label': 'negative', 'score': 0.018291063606739044}"
"{'label': 'positive', 'score': 0.8847889304161072}","{'label': 'negative', 'score': 0.09241091459989548}","{'label': 'neutral', 'score': 0.022800102829933167}"
"{'label': 'positive', 'score': 0.9150657653808594}","{'label': 'negative', 'score': 0.0652521401643753}","{'label': 'neutral', 'score': 0.019682057201862335}"
"{'label': 'positive', 'score': 0.8944952487945557}","{'label': 'negative', 'score': 0.08313481509685516}","{'label': 'neutral', 'score': 0.022369978949427605}"
"{'label': 'positive', 'score': 0.9155763983726501}","{'label': 'negative', 'score': 0.0647706389427185}","{'label': 'neutral', 'score': 0.01965297944843769}"
"{'label': 'negative', 'score': 0.8383646607398987}","{'label': 'positive', 'score': 0.14073829352855682}","{'label': 'neutral', 'score': 0.02089705504477024}"
"{'label': 'negative', 'score': 0.9667288661003113}","{'label': 'neutral', 'score': 0.025526033714413643}","{'label': 'positive', 'score': 0.007745130453258753}"
"{'label': 'negative', 'score': 0.9012341499328613}","{'label': 'positive', 'score': 0.08522382378578186}","{'label': 'neutral', 'score': 0.013542060740292072}"
"{'label': 'positive', 'score': 0.9483231902122498}","{'label': 'neutral', 'score': 0.034230515360832214}","{'label': 'negative', 'score': 0.017446283251047134}"
"{'label': 'positive', 'score': 0.9276841282844543}","{'label': 'negative', 'score': 0.03627180680632591}","{'label': 'neutral', 'score': 0.03604397922754288}"
"{'label': 'positive', 'score': 0.9276841282844543}","{'label': 'negative', 'score': 0.03627180680632591}","{'label': 'neutral', 'score': 0.03604397922754288}"
"{'label': 'positive', 'score': 0.8900351524353027}","{'label': 'neutral', 'score': 0.10207697004079819}","{'label': 'negative', 'score': 0.007887793704867363}"
"{'label': 'positive', 'score': 0.9404830932617188}","{'label': 'neutral', 'score': 0.04810529202222824}","{'label': 'negative', 'score': 0.01141160074621439}"
"{'label': 'neutral', 'score': 0.48737505078315735}","{'label': 'negative', 'score': 0.4787813723087311}","{'label': 'positive', 'score': 0.033843573182821274}"
"{'label': 'positive', 'score': 0.5416021943092346}","{'label': 'negative', 'score': 0.3387913405895233}","{'label': 'neutral', 'score': 0.11960642784833908}"
"{'label': 'neutral', 'score': 0.8823769092559814}","{'label': 'positive', 'score': 0.10660664737224579}","{'label': 'negative', 'score': 0.01101643219590187}"
"{'label': 'positive', 'score': 0.9187539219856262}","{'label': 'neutral', 'score': 0.07118279486894608}","{'label': 'negative', 'score': 0.01006325427442789}"
"{'label': 'positive', 'score': 0.9333550930023193}","{'label': 'neutral', 'score': 0.052557528018951416}","{'label': 'negative', 'score': 0.014087408781051636}"
"{'label': 'positive', 'score': 0.8701668977737427}","{'label': 'neutral', 'score': 0.12227395921945572}","{'label': 'negative', 'score': 0.007559152320027351}"
"{'label': 'neutral', 'score': 0.7426525354385376}","{'label': 'positive', 'score': 0.25023922324180603}","{'label': 'negative', 'score': 0.007108200807124376}"
"{'label': 'positive', 'score': 0.5821176171302795}","{'label': 'neutral', 'score': 0.4096338748931885}","{'label': 'negative', 'score': 0.008248536847531796}"
"{'label': 'positive', 'score': 0.6835362911224365}","{'label': 'neutral', 'score': 0.30620941519737244}","{'label': 'negative', 'score': 0.010254348628222942}"
"{'label': 'neutral', 'score': 0.5373644828796387}","{'label': 'positive', 'score': 0.41355040669441223}","{'label': 'negative', 'score': 0.04908504709601402}"
"{'label': 'negative', 'score': 0.5741696953773499}","{'label': 'neutral', 'score': 0.37078964710235596}","{'label': 'positive', 'score': 0.055040691047906876}"
"{'label': 'positive', 'score': 0.9298009872436523}","{'label': 'neutral', 'score': 0.0568021684885025}","{'label': 'negative', 'score': 0.013396809808909893}"
"{'label': 'positive', 'score': 0.9509141445159912}","{'label': 'neutral', 'score': 0.032387830317020416}","{'label': 'negative', 'score': 0.01669805683195591}"
"{'label': 'positive', 'score': 0.8956538438796997}","{'label': 'neutral', 'score': 0.08462142944335938}","{'label': 'negative', 'score': 0.019724776968359947}"
"{'label': 'positive', 'score': 0.8929340243339539}","{'label': 'neutral', 'score': 0.09840639680624008}","{'label': 'negative', 'score': 0.008659607730805874}"
"{'label': 'positive', 'score': 0.9421420693397522}","{'label': 'neutral', 'score': 0.045284271240234375}","{'label': 'negative', 'score': 0.012573668733239174}"
"{'label': 'negative', 'score': 0.956352949142456}","{'label': 'neutral', 'score': 0.022666942328214645}","{'label': 'positive', 'score': 0.02098010666668415}"
"{'label': 'positive', 'score': 0.9406470060348511}","{'label': 'neutral', 'score': 0.031540628522634506}","{'label': 'negative', 'score': 0.02781234122812748}"
"{'label': 'neutral', 'score': 0.8975705504417419}","{'label': 'positive', 'score': 0.08938800543546677}","{'label': 'negative', 'score': 0.013041427358984947}"
"{'label': 'negative', 'score': 0.9414994716644287}","{'label': 'neutral', 'score': 0.04491376131772995}","{'label': 'positive', 'score': 0.013586772605776787}"
"{'label': 'negative', 'score': 0.947839617729187}","{'label': 'neutral', 'score': 0.0420430526137352}","{'label': 'positive', 'score': 0.010117354802787304}"
"{'label': 'positive', 'score': 0.9463945031166077}","{'label': 'neutral', 'score': 0.03756168112158775}","{'label': 'negative', 'score': 0.016043787822127342}"
"{'label': 'positive', 'score': 0.9456318020820618}","{'label': 'neutral', 'score': 0.03655106946825981}","{'label': 'negative', 'score': 0.017817093059420586}"
"{'label': 'positive', 'score': 0.9307144284248352}","{'label': 'neutral', 'score': 0.0585256889462471}","{'label': 'negative', 'score': 0.01075995434075594}"
"{'label': 'positive', 'score': 0.91157466173172}","{'label': 'negative', 'score': 0.06857231259346008}","{'label': 'neutral', 'score': 0.019853008911013603}"
"{'label': 'positive', 'score': 0.887594997882843}","{'label': 'negative', 'score': 0.08993213623762131}","{'label': 'neutral', 'score': 0.022472906857728958}"
"{'label': 'positive', 'score': 0.9149317145347595}","{'label': 'negative', 'score': 0.06596338003873825}","{'label': 'neutral', 'score': 0.019104978069663048}"
"{'label': 'positive', 'score': 0.9507039785385132}","{'label': 'negative', 'score': 0.026317406445741653}","{'label': 'neutral', 'score': 0.022978568449616432}"
"{'label': 'neutral', 'score': 0.926460325717926}","{'label': 'positive', 'score': 0.06147525832056999}","{'label': 'negative', 'score': 0.012064436450600624}"
"{'label': 'positive', 'score': 0.8507136106491089}","{'label': 'neutral', 'score': 0.13668707013130188}","{'label': 'negative', 'score': 0.012599299661815166}"
"{'label': 'positive', 'score': 0.8938881158828735}","{'label': 'neutral', 'score': 0.08038444817066193}","{'label': 'negative', 'score': 0.025727469474077225}"
"{'label': 'positive', 'score': 0.9108894467353821}","{'label': 'neutral', 'score': 0.07572903484106064}","{'label': 'negative', 'score': 0.013381432741880417}"
"{'label': 'positive', 'score': 0.8704681992530823}","{'label': 'negative', 'score': 0.11101426929235458}","{'label': 'neutral', 'score': 0.018517635762691498}"
"{'label': 'positive', 'score': 0.9190307855606079}","{'label': 'negative', 'score': 0.06140486150979996}","{'label': 'neutral', 'score': 0.019564416259527206}"
"{'label': 'positive', 'score': 0.745891273021698}","{'label': 'negative', 'score': 0.23100793361663818}","{'label': 'neutral', 'score': 0.02310079149901867}"
"{'label': 'negative', 'score': 0.961776852607727}","{'label': 'neutral', 'score': 0.02029990404844284}","{'label': 'positive', 'score': 0.01792324334383011}"
"{'label': 'negative', 'score': 0.9707420468330383}","{'label': 'neutral', 'score': 0.021852867677807808}","{'label': 'positive', 'score': 0.007405129261314869}"
"{'label': 'negative', 'score': 0.9741612672805786}","{'label': 'neutral', 'score': 0.017293913289904594}","{'label': 'positive', 'score': 0.008544732816517353}"
"{'label': 'positive', 'score': 0.9573817849159241}","{'label': 'negative', 'score': 0.02213633619248867}","{'label': 'neutral', 'score': 0.020481916144490242}"
"{'label': 'negative', 'score': 0.9614463448524475}","{'label': 'neutral', 'score': 0.02961631305515766}","{'label': 'positive', 'score': 0.008937332779169083}"
"{'label': 'positive', 'score': 0.8828060030937195}","{'label': 'neutral', 'score': 0.10029766708612442}","{'label': 'negative', 'score': 0.016896260902285576}"
"{'label': 'neutral', 'score': 0.503510594367981}","{'label': 'positive', 'score': 0.4737836420536041}","{'label': 'negative', 'score': 0.02270575240254402}"
"{'label': 'negative', 'score': 0.922109067440033}","{'label': 'neutral', 'score': 0.0511254221200943}","{'label': 'positive', 'score': 0.02676551230251789}"
"{'label': 'negative', 'score': 0.9617272019386292}","{'label': 'neutral', 'score': 0.024208908900618553}","{'label': 'positive', 'score': 0.014063813723623753}"
"{'label': 'positive', 'score': 0.9515727758407593}","{'label': 'neutral', 'score': 0.03388490900397301}","{'label': 'negative', 'score': 0.014542306773364544}"
"{'label': 'positive', 'score': 0.782499372959137}","{'label': 'neutral', 'score': 0.20784448087215424}","{'label': 'negative', 'score': 0.009656100533902645}"
"{'label': 'positive', 'score': 0.9515401721000671}","{'label': 'neutral', 'score': 0.03654538094997406}","{'label': 'negative', 'score': 0.011914335191249847}"
"{'label': 'positive', 'score': 0.9589571356773376}","{'label': 'neutral', 'score': 0.02161327563226223}","{'label': 'negative', 'score': 0.01942954771220684}"
"{'label': 'positive', 'score': 0.6157519221305847}","{'label': 'negative', 'score': 0.35988596081733704}","{'label': 'neutral', 'score': 0.02436211332678795}"
"{'label': 'positive', 'score': 0.9208743572235107}","{'label': 'neutral', 'score': 0.07091356813907623}","{'label': 'negative', 'score': 0.00821212213486433}"
"{'label': 'neutral', 'score': 0.8378961086273193}","{'label': 'positive', 'score': 0.14662006497383118}","{'label': 'negative', 'score': 0.015483807772397995}"
"{'label': 'neutral', 'score': 0.9072974324226379}","{'label': 'positive', 'score': 0.07005546241998672}","{'label': 'negative', 'score': 0.022647105157375336}"
"{'label': 'positive', 'score': 0.5050402879714966}","{'label': 'negative', 'score': 0.44961899518966675}","{'label': 'neutral', 'score': 0.04534069448709488}"
"{'label': 'negative', 'score': 0.9704740643501282}","{'label': 'positive', 'score': 0.01478920690715313}","{'label': 'neutral', 'score': 0.014736706390976906}"
"{'label': 'negative', 'score': 0.9647002816200256}","{'label': 'neutral', 'score': 0.021412769332528114}","{'label': 'positive', 'score': 0.01388694066554308}"
"{'label': 'positive', 'score': 0.7340103387832642}","{'label': 'negative', 'score': 0.17709851264953613}","{'label': 'neutral', 'score': 0.0888911783695221}"
"{'label': 'negative', 'score': 0.9753370881080627}","{'label': 'neutral', 'score': 0.01559707522392273}","{'label': 'positive', 'score': 0.009065807797014713}"
"{'label': 'positive', 'score': 0.9523357152938843}","{'label': 'neutral', 'score': 0.031756844371557236}","{'label': 'negative', 'score': 0.015907470136880875}"
"{'label': 'negative', 'score': 0.9753036499023438}","{'label': 'neutral', 'score': 0.016375700011849403}","{'label': 'positive', 'score': 0.008320593275129795}"
"{'label': 'negative', 'score': 0.4464070498943329}","{'label': 'positive', 'score': 0.4315449595451355}","{'label': 'neutral', 'score': 0.12204798310995102}"
"{'label': 'negative', 'score': 0.9697330594062805}","{'label': 'neutral', 'score': 0.017823223024606705}","{'label': 'positive', 'score': 0.012443682178854942}"
"{'label': 'positive', 'score': 0.9517090320587158}","{'label': 'negative', 'score': 0.027215663343667984}","{'label': 'neutral', 'score': 0.021075233817100525}"
"{'label': 'positive', 'score': 0.9224224090576172}","{'label': 'neutral', 'score': 0.06750243902206421}","{'label': 'negative', 'score': 0.010075205005705357}"
"{'label': 'neutral', 'score': 0.5121030807495117}","{'label': 'positive', 'score': 0.46069279313087463}","{'label': 'negative', 'score': 0.02720412239432335}"
"{'label': 'positive', 'score': 0.953283965587616}","{'label': 'neutral', 'score': 0.030016757547855377}","{'label': 'negative', 'score': 0.01669931411743164}"
"{'label': 'positive', 'score': 0.9472057819366455}","{'label': 'neutral', 'score': 0.03874840959906578}","{'label': 'negative', 'score': 0.014045851305127144}"
"{'label': 'positive', 'score': 0.7988698482513428}","{'label': 'neutral', 'score': 0.18741478025913239}","{'label': 'negative', 'score': 0.013715277425944805}"
"{'label': 'positive', 'score': 0.9562678337097168}","{'label': 'neutral', 'score': 0.02730877883732319}","{'label': 'negative', 'score': 0.016423381865024567}"
"{'label': 'negative', 'score': 0.6128622889518738}","{'label': 'neutral', 'score': 0.34621256589889526}","{'label': 'positive', 'score': 0.04092515632510185}"
"{'label': 'positive', 'score': 0.6335097551345825}","{'label': 'neutral', 'score': 0.34352678060531616}","{'label': 'negative', 'score': 0.022963427007198334}"
"{'label': 'positive', 'score': 0.6493049263954163}","{'label': 'neutral', 'score': 0.33974489569664}","{'label': 'negative', 'score': 0.010950152762234211}"
"{'label': 'positive', 'score': 0.9033332467079163}","{'label': 'neutral', 'score': 0.08577799052000046}","{'label': 'negative', 'score': 0.010888767428696156}"
"{'label': 'neutral', 'score': 0.7054682970046997}","{'label': 'positive', 'score': 0.2826997935771942}","{'label': 'negative', 'score': 0.011831949464976788}"
"{'label': 'positive', 'score': 0.9480493664741516}","{'label': 'neutral', 'score': 0.032232921570539474}","{'label': 'negative', 'score': 0.01971774362027645}"
"{'label': 'positive', 'score': 0.9112628102302551}","{'label': 'negative', 'score': 0.06965009868144989}","{'label': 'neutral', 'score': 0.01908707618713379}"
"{'label': 'positive', 'score': 0.9512894153594971}","{'label': 'neutral', 'score': 0.032223235815763474}","{'label': 'negative', 'score': 0.016487356275320053}"
"{'label': 'neutral', 'score': 0.6272703409194946}","{'label': 'positive', 'score': 0.36416730284690857}","{'label': 'negative', 'score': 0.008562383241951466}"
"{'label': 'positive', 'score': 0.5634306073188782}","{'label': 'negative', 'score': 0.24226553738117218}","{'label': 'neutral', 'score': 0.1943039447069168}"
"{'label': 'positive', 'score': 0.8374357223510742}","{'label': 'neutral', 'score': 0.15274067223072052}","{'label': 'negative', 'score': 0.009823578409850597}"
"{'label': 'positive', 'score': 0.5373068451881409}","{'label': 'neutral', 'score': 0.4447646141052246}","{'label': 'negative', 'score': 0.017928538843989372}"
"{'label': 'positive', 'score': 0.7155133485794067}","{'label': 'negative', 'score': 0.2615329623222351}","{'label': 'neutral', 'score': 0.02295367792248726}"
"{'label': 'positive', 'score': 0.9262219667434692}","{'label': 'negative', 'score': 0.053804464638233185}","{'label': 'neutral', 'score': 0.01997356489300728}"
"{'label': 'positive', 'score': 0.8730505704879761}","{'label': 'negative', 'score': 0.10397526621818542}","{'label': 'neutral', 'score': 0.022974062711000443}"
"{'label': 'negative', 'score': 0.9699555039405823}","{'label': 'neutral', 'score': 0.02180943824350834}","{'label': 'positive', 'score': 0.008235002867877483}"
"{'label': 'neutral', 'score': 0.7449914216995239}","{'label': 'positive', 'score': 0.23636439442634583}","{'label': 'negative', 'score': 0.018644168972969055}"
"{'label': 'positive', 'score': 0.917090654373169}","{'label': 'negative', 'score': 0.06335985660552979}","{'label': 'neutral', 'score': 0.019549556076526642}"
"{'label': 'positive', 'score': 0.7741127014160156}","{'label': 'negative', 'score': 0.17190052568912506}","{'label': 'neutral', 'score': 0.05398675426840782}"
"{'label': 'positive', 'score': 0.9539162516593933}","{'label': 'neutral', 'score': 0.031762104481458664}","{'label': 'negative', 'score': 0.014321575872600079}"
"{'label': 'positive', 'score': 0.9549679160118103}","{'label': 'neutral', 'score': 0.028655318543314934}","{'label': 'negative', 'score': 0.016376854851841927}"
"{'label': 'positive', 'score': 0.5939189195632935}","{'label': 'neutral', 'score': 0.39488911628723145}","{'label': 'negative', 'score': 0.011191954836249352}"
"{'label': 'positive', 'score': 0.734843909740448}","{'label': 'neutral', 'score': 0.24623656272888184}","{'label': 'negative', 'score': 0.01891953870654106}"
"{'label': 'positive', 'score': 0.9290698766708374}","{'label': 'neutral', 'score': 0.059788934886455536}","{'label': 'negative', 'score': 0.01114116795361042}"
"{'label': 'positive', 'score': 0.8235941529273987}","{'label': 'neutral', 'score': 0.1633567065000534}","{'label': 'negative', 'score': 0.013049127534031868}"
"{'label': 'positive', 'score': 0.748624324798584}","{'label': 'neutral', 'score': 0.24272406101226807}","{'label': 'negative', 'score': 0.008651640266180038}"
"{'label': 'positive', 'score': 0.9541434645652771}","{'label': 'neutral', 'score': 0.027829783037304878}","{'label': 'negative', 'score': 0.01802673004567623}"
"{'label': 'positive', 'score': 0.9453491568565369}","{'label': 'neutral', 'score': 0.04147737845778465}","{'label': 'negative', 'score': 0.013173396699130535}"
"{'label': 'positive', 'score': 0.9548001885414124}","{'label': 'neutral', 'score': 0.025262098759412766}","{'label': 'negative', 'score': 0.01993764005601406}"
"{'label': 'positive', 'score': 0.9075042605400085}","{'label': 'neutral', 'score': 0.08340051770210266}","{'label': 'negative', 'score': 0.009095286019146442}"
"{'label': 'positive', 'score': 0.9527828693389893}","{'label': 'neutral', 'score': 0.029747415333986282}","{'label': 'negative', 'score': 0.017469730228185654}"
"{'label': 'positive', 'score': 0.9353187084197998}","{'label': 'neutral', 'score': 0.04966012015938759}","{'label': 'negative', 'score': 0.01502119842916727}"
"{'label': 'positive', 'score': 0.6091975569725037}","{'label': 'negative', 'score': 0.3676920533180237}","{'label': 'neutral', 'score': 0.02311038412153721}"
"{'label': 'positive', 'score': 0.9009527564048767}","{'label': 'negative', 'score': 0.07933716475963593}","{'label': 'neutral', 'score': 0.019710050895810127}"
"{'label': 'neutral', 'score': 0.8465026617050171}","{'label': 'positive', 'score': 0.1425856649875641}","{'label': 'negative', 'score': 0.010911636985838413}"
"{'label': 'positive', 'score': 0.7758609056472778}","{'label': 'neutral', 'score': 0.21267671883106232}","{'label': 'negative', 'score': 0.011462357826530933}"
"{'label': 'negative', 'score': 0.9330592155456543}","{'label': 'neutral', 'score': 0.0464700348675251}","{'label': 'positive', 'score': 0.020470794290304184}"
"{'label': 'positive', 'score': 0.9187254905700684}","{'label': 'neutral', 'score': 0.07171354442834854}","{'label': 'negative', 'score': 0.009560935199260712}"
"{'label': 'positive', 'score': 0.9368679523468018}","{'label': 'neutral', 'score': 0.05233614146709442}","{'label': 'negative', 'score': 0.01079590804874897}"
"{'label': 'neutral', 'score': 0.9530707001686096}","{'label': 'positive', 'score': 0.026183350011706352}","{'label': 'negative', 'score': 0.02074599452316761}"
"{'label': 'negative', 'score': 0.7905888557434082}","{'label': 'neutral', 'score': 0.15676480531692505}","{'label': 'positive', 'score': 0.05264626443386078}"
"{'label': 'positive', 'score': 0.9512841105461121}","{'label': 'neutral', 'score': 0.030922502279281616}","{'label': 'negative', 'score': 0.017793312668800354}"
"{'label': 'positive', 'score': 0.949872612953186}","{'label': 'neutral', 'score': 0.03358584642410278}","{'label': 'negative', 'score': 0.01654147543013096}"
"{'label': 'positive', 'score': 0.9087088704109192}","{'label': 'neutral', 'score': 0.08028895407915115}","{'label': 'negative', 'score': 0.01100213173776865}"
"{'label': 'positive', 'score': 0.8084859251976013}","{'label': 'neutral', 'score': 0.18056528270244598}","{'label': 'negative', 'score': 0.010948816314339638}"
"{'label': 'positive', 'score': 0.898579478263855}","{'label': 'negative', 'score': 0.07920088618993759}","{'label': 'neutral', 'score': 0.022219574078917503}"
"{'label': 'neutral', 'score': 0.8242896795272827}","{'label': 'positive', 'score': 0.1677408069372177}","{'label': 'negative', 'score': 0.007969541475176811}"
"{'label': 'positive', 'score': 0.9214562773704529}","{'label': 'negative', 'score': 0.058707185089588165}","{'label': 'neutral', 'score': 0.019836515188217163}"
"{'label': 'positive', 'score': 0.920711874961853}","{'label': 'negative', 'score': 0.05939320847392082}","{'label': 'neutral', 'score': 0.019894815981388092}"
"{'label': 'neutral', 'score': 0.893186628818512}","{'label': 'positive', 'score': 0.089500792324543}","{'label': 'negative', 'score': 0.017312537878751755}"
"{'label': 'positive', 'score': 0.9271107912063599}","{'label': 'neutral', 'score': 0.062423884868621826}","{'label': 'negative', 'score': 0.010465321131050587}"
"{'label': 'neutral', 'score': 0.8437072038650513}","{'label': 'positive', 'score': 0.143653005361557}","{'label': 'negative', 'score': 0.012639747001230717}"
"{'label': 'neutral', 'score': 0.8985452055931091}","{'label': 'positive', 'score': 0.06847968697547913}","{'label': 'negative', 'score': 0.03297507390379906}"
"{'label': 'positive', 'score': 0.8051735758781433}","{'label': 'negative', 'score': 0.12727394700050354}","{'label': 'neutral', 'score': 0.06755254417657852}"
"{'label': 'neutral', 'score': 0.9276239275932312}","{'label': 'negative', 'score': 0.041779663413763046}","{'label': 'positive', 'score': 0.030596381053328514}"
"{'label': 'positive', 'score': 0.6966109275817871}","{'label': 'neutral', 'score': 0.2844051122665405}","{'label': 'negative', 'score': 0.018984051421284676}"
"{'label': 'negative', 'score': 0.9736886620521545}","{'label': 'neutral', 'score': 0.018325071781873703}","{'label': 'positive', 'score': 0.00798625499010086}"
"{'label': 'positive', 'score': 0.95389324426651}","{'label': 'neutral', 'score': 0.026392031461000443}","{'label': 'negative', 'score': 0.019714701920747757}"
"{'label': 'positive', 'score': 0.9429182410240173}","{'label': 'neutral', 'score': 0.04206500202417374}","{'label': 'negative', 'score': 0.015016792342066765}"
"{'label': 'neutral', 'score': 0.8432700037956238}","{'label': 'positive', 'score': 0.14412468671798706}","{'label': 'negative', 'score': 0.012605317868292332}"
"{'label': 'positive', 'score': 0.9539092183113098}","{'label': 'neutral', 'score': 0.03336332365870476}","{'label': 'negative', 'score': 0.012727470137178898}"
"{'label': 'positive', 'score': 0.9541245698928833}","{'label': 'neutral', 'score': 0.0330473929643631}","{'label': 'negative', 'score': 0.012828036211431026}"
"{'label': 'positive', 'score': 0.9555158019065857}","{'label': 'neutral', 'score': 0.030268501490354538}","{'label': 'negative', 'score': 0.014215754345059395}"
"{'label': 'positive', 'score': 0.9406059384346008}","{'label': 'neutral', 'score': 0.04524056613445282}","{'label': 'negative', 'score': 0.014153480529785156}"
"{'label': 'positive', 'score': 0.8660637736320496}","{'label': 'neutral', 'score': 0.12213702499866486}","{'label': 'negative', 'score': 0.011799254454672337}"
"{'label': 'neutral', 'score': 0.5046488642692566}","{'label': 'positive', 'score': 0.48550325632095337}","{'label': 'negative', 'score': 0.009847886860370636}"
"{'label': 'neutral', 'score': 0.8251314163208008}","{'label': 'positive', 'score': 0.15967947244644165}","{'label': 'negative', 'score': 0.015189064666628838}"
"{'label': 'positive', 'score': 0.9523622989654541}","{'label': 'neutral', 'score': 0.0300607867538929}","{'label': 'negative', 'score': 0.01757693849503994}"
"{'label': 'neutral', 'score': 0.8975022435188293}","{'label': 'positive', 'score': 0.09039697051048279}","{'label': 'negative', 'score': 0.01210078876465559}"
"{'label': 'positive', 'score': 0.5855181217193604}","{'label': 'neutral', 'score': 0.40391579270362854}","{'label': 'negative', 'score': 0.010566160082817078}"
"{'label': 'positive', 'score': 0.952111542224884}","{'label': 'neutral', 'score': 0.02938060648739338}","{'label': 'negative', 'score': 0.018507851287722588}"
"{'label': 'positive', 'score': 0.9486409425735474}","{'label': 'neutral', 'score': 0.03782150521874428}","{'label': 'negative', 'score': 0.013537522405385971}"
"{'label': 'neutral', 'score': 0.8732154369354248}","{'label': 'positive', 'score': 0.11854694783687592}","{'label': 'negative', 'score': 0.008237562142312527}"
"{'label': 'negative', 'score': 0.9707491993904114}","{'label': 'neutral', 'score': 0.018470939248800278}","{'label': 'positive', 'score': 0.010779833421111107}"
"{'label': 'neutral', 'score': 0.8661521077156067}","{'label': 'positive', 'score': 0.10438252240419388}","{'label': 'negative', 'score': 0.029465317726135254}"
"{'label': 'positive', 'score': 0.948455810546875}","{'label': 'neutral', 'score': 0.03669463098049164}","{'label': 'negative', 'score': 0.014849543571472168}"
"{'label': 'neutral', 'score': 0.7268034219741821}","{'label': 'positive', 'score': 0.26124975085258484}","{'label': 'negative', 'score': 0.011946874670684338}"
"{'label': 'neutral', 'score': 0.7079931497573853}","{'label': 'negative', 'score': 0.22885127365589142}","{'label': 'positive', 'score': 0.06315557658672333}"
"{'label': 'positive', 'score': 0.7828310132026672}","{'label': 'neutral', 'score': 0.20833911001682281}","{'label': 'negative', 'score': 0.008829916827380657}"
"{'label': 'neutral', 'score': 0.9081521034240723}","{'label': 'positive', 'score': 0.07603590190410614}","{'label': 'negative', 'score': 0.015811996534466743}"
"{'label': 'positive', 'score': 0.9208419919013977}","{'label': 'negative', 'score': 0.05920608341693878}","{'label': 'neutral', 'score': 0.01995186321437359}"
"{'label': 'positive', 'score': 0.9010359644889832}","{'label': 'negative', 'score': 0.07592673599720001}","{'label': 'neutral', 'score': 0.023037269711494446}"
"{'label': 'positive', 'score': 0.9197956323623657}","{'label': 'negative', 'score': 0.06021278724074364}","{'label': 'neutral', 'score': 0.019991552457213402}"
"{'label': 'positive', 'score': 0.8272835612297058}","{'label': 'neutral', 'score': 0.16545526683330536}","{'label': 'negative', 'score': 0.007261200342327356}"
"{'label': 'negative', 'score': 0.6128622889518738}","{'label': 'neutral', 'score': 0.34621256589889526}","{'label': 'positive', 'score': 0.04092515632510185}"
"{'label': 'neutral', 'score': 0.7493219375610352}","{'label': 'positive', 'score': 0.23977316915988922}","{'label': 'negative', 'score': 0.010904965922236443}"
"{'label': 'positive', 'score': 0.9558345079421997}","{'label': 'neutral', 'score': 0.025257369503378868}","{'label': 'negative', 'score': 0.018908120691776276}"
"{'label': 'positive', 'score': 0.931110680103302}","{'label': 'neutral', 'score': 0.05522418022155762}","{'label': 'negative', 'score': 0.013665174134075642}"
"{'label': 'positive', 'score': 0.868395984172821}","{'label': 'neutral', 'score': 0.12215854972600937}","{'label': 'negative', 'score': 0.009445484727621078}"
"{'label': 'positive', 'score': 0.9110047221183777}","{'label': 'neutral', 'score': 0.07998576015233994}","{'label': 'negative', 'score': 0.009009519591927528}"
"{'label': 'neutral', 'score': 0.8927063345909119}","{'label': 'positive', 'score': 0.09351619333028793}","{'label': 'negative', 'score': 0.01377741526812315}"
"{'label': 'negative', 'score': 0.9587351083755493}","{'label': 'positive', 'score': 0.031336817890405655}","{'label': 'neutral', 'score': 0.009928014129400253}"
"{'label': 'positive', 'score': 0.9128147959709167}","{'label': 'negative', 'score': 0.0680546835064888}","{'label': 'neutral', 'score': 0.019130535423755646}"
"{'label': 'positive', 'score': 0.9074743986129761}","{'label': 'negative', 'score': 0.07282301783561707}","{'label': 'neutral', 'score': 0.019702643156051636}"
"{'label': 'neutral', 'score': 0.6061332821846008}","{'label': 'positive', 'score': 0.38355106115341187}","{'label': 'negative', 'score': 0.01031562127172947}"
"{'label': 'positive', 'score': 0.8125059604644775}","{'label': 'neutral', 'score': 0.179522305727005}","{'label': 'negative', 'score': 0.007971709594130516}"
"{'label': 'negative', 'score': 0.950379490852356}","{'label': 'neutral', 'score': 0.036372072994709015}","{'label': 'positive', 'score': 0.013248438015580177}"
"{'label': 'neutral', 'score': 0.7694636583328247}","{'label': 'positive', 'score': 0.22196845710277557}","{'label': 'negative', 'score': 0.0085678705945611}"
"{'label': 'neutral', 'score': 0.7636668086051941}","{'label': 'positive', 'score': 0.20667684078216553}","{'label': 'negative', 'score': 0.029656343162059784}"
"{'label': 'positive', 'score': 0.892098069190979}","{'label': 'neutral', 'score': 0.094830721616745}","{'label': 'negative', 'score': 0.013071129098534584}"
"{'label': 'positive', 'score': 0.9473216533660889}","{'label': 'neutral', 'score': 0.03856129199266434}","{'label': 'negative', 'score': 0.014117042534053326}"
"{'label': 'positive', 'score': 0.9502836465835571}","{'label': 'neutral', 'score': 0.036337390542030334}","{'label': 'negative', 'score': 0.013378952629864216}"
