0,1,2
"{'label': 'negative', 'score': 0.7584472894668579}","{'label': 'positive', 'score': 0.12954387068748474}","{'label': 'neutral', 'score': 0.11200886219739914}"
"{'label': 'neutral', 'score': 0.7511900663375854}","{'label': 'negative', 'score': 0.1573774516582489}","{'label': 'positive', 'score': 0.09143245965242386}"
"{'label': 'neutral', 'score': 0.7511900663375854}","{'label': 'negative', 'score': 0.1573774516582489}","{'label': 'positive', 'score': 0.09143245965242386}"
"{'label': 'negative', 'score': 0.8169387578964233}","{'label': 'neutral', 'score': 0.10263790935277939}","{'label': 'positive', 'score': 0.08042338490486145}"
"{'label': 'positive', 'score': 0.9576096534729004}","{'label': 'neutral', 'score': 0.022710217162966728}","{'label': 'negative', 'score': 0.0196802020072937}"
"{'label': 'neutral', 'score': 0.8822001814842224}","{'label': 'positive', 'score': 0.062476303428411484}","{'label': 'negative', 'score': 0.05532347410917282}"
"{'label': 'positive', 'score': 0.9056800603866577}","{'label': 'neutral', 'score': 0.08694493770599365}","{'label': 'negative', 'score': 0.007375023793429136}"
"{'label': 'positive', 'score': 0.8761491179466248}","{'label': 'negative', 'score': 0.10314687341451645}","{'label': 'neutral', 'score': 0.020704036578536034}"
"{'label': 'positive', 'score': 0.9209138751029968}","{'label': 'negative', 'score': 0.057432401925325394}","{'label': 'neutral', 'score': 0.02165374718606472}"
"{'label': 'positive', 'score': 0.9568625092506409}","{'label': 'neutral', 'score': 0.029100852087140083}","{'label': 'negative', 'score': 0.01403666753321886}"
"{'label': 'positive', 'score': 0.8716971278190613}","{'label': 'neutral', 'score': 0.11943235993385315}","{'label': 'negative', 'score': 0.008870516903698444}"
"{'label': 'neutral', 'score': 0.9204385280609131}","{'label': 'positive', 'score': 0.04412807151675224}","{'label': 'negative', 'score': 0.035433437675237656}"
"{'label': 'neutral', 'score': 0.9287134408950806}","{'label': 'positive', 'score': 0.05575034022331238}","{'label': 'negative', 'score': 0.015536249615252018}"
"{'label': 'negative', 'score': 0.9735932350158691}","{'label': 'neutral', 'score': 0.01533872727304697}","{'label': 'positive', 'score': 0.01106802187860012}"
"{'label': 'neutral', 'score': 0.9191558957099915}","{'label': 'positive', 'score': 0.058294087648391724}","{'label': 'negative', 'score': 0.022550007328391075}"
"{'label': 'neutral', 'score': 0.9085578918457031}","{'label': 'positive', 'score': 0.05522366613149643}","{'label': 'negative', 'score': 0.03621837869286537}"
"{'label': 'positive', 'score': 0.9505813717842102}","{'label': 'neutral', 'score': 0.03536778315901756}","{'label': 'negative', 'score': 0.014050718396902084}"
"{'label': 'positive', 'score': 0.9424036145210266}","{'label': 'neutral', 'score': 0.0435897633433342}","{'label': 'negative', 'score': 0.014006584882736206}"
"{'label': 'neutral', 'score': 0.4968222975730896}","{'label': 'positive', 'score': 0.49049699306488037}","{'label': 'negative', 'score': 0.012680699117481709}"
"{'label': 'neutral', 'score': 0.871116042137146}","{'label': 'positive', 'score': 0.1161140501499176}","{'label': 'negative', 'score': 0.01276988722383976}"
"{'label': 'neutral', 'score': 0.8927485346794128}","{'label': 'positive', 'score': 0.0881112813949585}","{'label': 'negative', 'score': 0.019140150398015976}"
"{'label': 'neutral', 'score': 0.7595252990722656}","{'label': 'positive', 'score': 0.23096102476119995}","{'label': 'negative', 'score': 0.00951371993869543}"
"{'label': 'positive', 'score': 0.956813395023346}","{'label': 'neutral', 'score': 0.02850910648703575}","{'label': 'negative', 'score': 0.014677483588457108}"
"{'label': 'positive', 'score': 0.8003959059715271}","{'label': 'neutral', 'score': 0.18055492639541626}","{'label': 'negative', 'score': 0.019049162045121193}"
"{'label': 'positive', 'score': 0.8619968891143799}","{'label': 'negative', 'score': 0.09953558444976807}","{'label': 'neutral', 'score': 0.03846755251288414}"
"{'label': 'neutral', 'score': 0.8748584389686584}","{'label': 'positive', 'score': 0.1123327985405922}","{'label': 'negative', 'score': 0.012808789499104023}"
"{'label': 'negative', 'score': 0.9755975008010864}","{'label': 'positive', 'score': 0.015102440491318703}","{'label': 'neutral', 'score': 0.009300120174884796}"
"{'label': 'neutral', 'score': 0.7706020474433899}","{'label': 'positive', 'score': 0.17195475101470947}","{'label': 'negative', 'score': 0.05744322016835213}"
"{'label': 'negative', 'score': 0.9697092771530151}","{'label': 'neutral', 'score': 0.020322270691394806}","{'label': 'positive', 'score': 0.00996843446046114}"
"{'label': 'negative', 'score': 0.95716792345047}","{'label': 'neutral', 'score': 0.02652764692902565}","{'label': 'positive', 'score': 0.01630449667572975}"
"{'label': 'negative', 'score': 0.9753310680389404}","{'label': 'neutral', 'score': 0.017509542405605316}","{'label': 'positive', 'score': 0.00715935043990612}"
"{'label': 'neutral', 'score': 0.9241147041320801}","{'label': 'positive', 'score': 0.04520966857671738}","{'label': 'negative', 'score': 0.030675610527396202}"
"{'label': 'neutral', 'score': 0.9557739496231079}","{'label': 'negative', 'score': 0.023412564769387245}","{'label': 'positive', 'score': 0.02081347070634365}"
"{'label': 'neutral', 'score': 0.9287134408950806}","{'label': 'positive', 'score': 0.05575034022331238}","{'label': 'negative', 'score': 0.015536249615252018}"
"{'label': 'positive', 'score': 0.956991970539093}","{'label': 'neutral', 'score': 0.027191972360014915}","{'label': 'negative', 'score': 0.015816086903214455}"
"{'label': 'positive', 'score': 0.9540692567825317}","{'label': 'neutral', 'score': 0.02659144438803196}","{'label': 'negative', 'score': 0.01933925785124302}"
"{'label': 'positive', 'score': 0.8808953762054443}","{'label': 'neutral', 'score': 0.11211150139570236}","{'label': 'negative', 'score': 0.006993061397224665}"
"{'label': 'positive', 'score': 0.9356165528297424}","{'label': 'neutral', 'score': 0.04251968488097191}","{'label': 'negative', 'score': 0.021863725036382675}"
"{'label': 'negative', 'score': 0.9714609384536743}","{'label': 'neutral', 'score': 0.019053973257541656}","{'label': 'positive', 'score': 0.00948504637926817}"
"{'label': 'negative', 'score': 0.5508825182914734}","{'label': 'positive', 'score': 0.3631237745285034}","{'label': 'neutral', 'score': 0.0859937071800232}"
"{'label': 'positive', 'score': 0.9426400065422058}","{'label': 'neutral', 'score': 0.04275403171777725}","{'label': 'negative', 'score': 0.014605880714952946}"
"{'label': 'positive', 'score': 0.5649125576019287}","{'label': 'neutral', 'score': 0.42144516110420227}","{'label': 'negative', 'score': 0.01364221889525652}"
"{'label': 'negative', 'score': 0.947595477104187}","{'label': 'neutral', 'score': 0.03955039381980896}","{'label': 'positive', 'score': 0.012854093685746193}"
"{'label': 'neutral', 'score': 0.9032205939292908}","{'label': 'negative', 'score': 0.05668965354561806}","{'label': 'positive', 'score': 0.040089771151542664}"
"{'label': 'neutral', 'score': 0.8782384395599365}","{'label': 'negative', 'score': 0.06364571303129196}","{'label': 'positive', 'score': 0.058115795254707336}"
"{'label': 'neutral', 'score': 0.9287134408950806}","{'label': 'positive', 'score': 0.05575034022331238}","{'label': 'negative', 'score': 0.015536249615252018}"
"{'label': 'neutral', 'score': 0.9226211309432983}","{'label': 'positive', 'score': 0.06377418339252472}","{'label': 'negative', 'score': 0.013604684732854366}"
"{'label': 'neutral', 'score': 0.927818775177002}","{'label': 'positive', 'score': 0.05835745111107826}","{'label': 'negative', 'score': 0.013823799788951874}"
"{'label': 'positive', 'score': 0.48429855704307556}","{'label': 'negative', 'score': 0.41739726066589355}","{'label': 'neutral', 'score': 0.09830421209335327}"
"{'label': 'neutral', 'score': 0.8862839937210083}","{'label': 'positive', 'score': 0.10261481255292892}","{'label': 'negative', 'score': 0.01110118255019188}"
"{'label': 'positive', 'score': 0.9154985547065735}","{'label': 'negative', 'score': 0.06282996386289597}","{'label': 'neutral', 'score': 0.021671408787369728}"
"{'label': 'positive', 'score': 0.8805108070373535}","{'label': 'negative', 'score': 0.09918219596147537}","{'label': 'neutral', 'score': 0.02030700072646141}"
"{'label': 'neutral', 'score': 0.9287134408950806}","{'label': 'positive', 'score': 0.05575034022331238}","{'label': 'negative', 'score': 0.015536249615252018}"
"{'label': 'positive', 'score': 0.9076828360557556}","{'label': 'negative', 'score': 0.07145488262176514}","{'label': 'neutral', 'score': 0.020862339064478874}"
"{'label': 'neutral', 'score': 0.9226211309432983}","{'label': 'positive', 'score': 0.06377418339252472}","{'label': 'negative', 'score': 0.013604684732854366}"
"{'label': 'positive', 'score': 0.9319353103637695}","{'label': 'neutral', 'score': 0.05790361389517784}","{'label': 'negative', 'score': 0.010161127895116806}"
"{'label': 'positive', 'score': 0.9531252980232239}","{'label': 'neutral', 'score': 0.03290705382823944}","{'label': 'negative', 'score': 0.013967717066407204}"
"{'label': 'neutral', 'score': 0.6462680697441101}","{'label': 'negative', 'score': 0.2839564383029938}","{'label': 'positive', 'score': 0.06977548450231552}"
"{'label': 'positive', 'score': 0.9220815300941467}","{'label': 'neutral', 'score': 0.06136852502822876}","{'label': 'negative', 'score': 0.016549985855817795}"
"{'label': 'positive', 'score': 0.9427858591079712}","{'label': 'negative', 'score': 0.029808564111590385}","{'label': 'neutral', 'score': 0.027405591681599617}"
"{'label': 'positive', 'score': 0.542303204536438}","{'label': 'neutral', 'score': 0.4448160231113434}","{'label': 'negative', 'score': 0.012880773283541203}"
"{'label': 'neutral', 'score': 0.9342467188835144}","{'label': 'positive', 'score': 0.03844212368130684}","{'label': 'negative', 'score': 0.02731112763285637}"
"{'label': 'positive', 'score': 0.8656581044197083}","{'label': 'negative', 'score': 0.10065095871686935}","{'label': 'neutral', 'score': 0.03369089215993881}"
"{'label': 'negative', 'score': 0.9564346671104431}","{'label': 'neutral', 'score': 0.030772091820836067}","{'label': 'positive', 'score': 0.012793298810720444}"
"{'label': 'neutral', 'score': 0.8056715130805969}","{'label': 'positive', 'score': 0.1859913021326065}","{'label': 'negative', 'score': 0.00833722110837698}"
"{'label': 'neutral', 'score': 0.7827464938163757}","{'label': 'positive', 'score': 0.16099844872951508}","{'label': 'negative', 'score': 0.056255124509334564}"
"{'label': 'neutral', 'score': 0.72308349609375}","{'label': 'negative', 'score': 0.23358985781669617}","{'label': 'positive', 'score': 0.043326664716005325}"
"{'label': 'negative', 'score': 0.8275428414344788}","{'label': 'neutral', 'score': 0.13141536712646484}","{'label': 'positive', 'score': 0.041041772812604904}"
"{'label': 'neutral', 'score': 0.72308349609375}","{'label': 'negative', 'score': 0.23358985781669617}","{'label': 'positive', 'score': 0.043326664716005325}"
"{'label': 'positive', 'score': 0.5849590301513672}","{'label': 'neutral', 'score': 0.3591960072517395}","{'label': 'negative', 'score': 0.055844996124506}"
"{'label': 'negative', 'score': 0.8989825248718262}","{'label': 'neutral', 'score': 0.06587473303079605}","{'label': 'positive', 'score': 0.035142719745635986}"
"{'label': 'positive', 'score': 0.9530214071273804}","{'label': 'negative', 'score': 0.029769083485007286}","{'label': 'neutral', 'score': 0.017209498211741447}"
"{'label': 'positive', 'score': 0.8645651936531067}","{'label': 'negative', 'score': 0.11464782059192657}","{'label': 'neutral', 'score': 0.020787008106708527}"
"{'label': 'neutral', 'score': 0.8804302215576172}","{'label': 'positive', 'score': 0.10850751399993896}","{'label': 'negative', 'score': 0.011062257923185825}"
"{'label': 'positive', 'score': 0.8945892453193665}","{'label': 'negative', 'score': 0.08235283195972443}","{'label': 'neutral', 'score': 0.02305784448981285}"
"{'label': 'neutral', 'score': 0.9226211309432983}","{'label': 'positive', 'score': 0.06377418339252472}","{'label': 'negative', 'score': 0.013604684732854366}"
"{'label': 'positive', 'score': 0.9397113919258118}","{'label': 'neutral', 'score': 0.04427916556596756}","{'label': 'negative', 'score': 0.016009453684091568}"
"{'label': 'positive', 'score': 0.8069325685501099}","{'label': 'neutral', 'score': 0.18107491731643677}","{'label': 'negative', 'score': 0.011992529965937138}"
"{'label': 'neutral', 'score': 0.4911525249481201}","{'label': 'negative', 'score': 0.3057764768600464}","{'label': 'positive', 'score': 0.2030709832906723}"
"{'label': 'neutral', 'score': 0.8802353739738464}","{'label': 'positive', 'score': 0.10851291567087173}","{'label': 'negative', 'score': 0.011251704767346382}"
"{'label': 'negative', 'score': 0.6009641289710999}","{'label': 'neutral', 'score': 0.3239533007144928}","{'label': 'positive', 'score': 0.07508251816034317}"
"{'label': 'negative', 'score': 0.8201486468315125}","{'label': 'neutral', 'score': 0.13888652622699738}","{'label': 'positive', 'score': 0.04096485301852226}"
"{'label': 'neutral', 'score': 0.8940150141716003}","{'label': 'positive', 'score': 0.05923255905508995}","{'label': 'negative', 'score': 0.04675241559743881}"
"{'label': 'negative', 'score': 0.9628129601478577}","{'label': 'neutral', 'score': 0.02665531262755394}","{'label': 'positive', 'score': 0.010531708598136902}"
"{'label': 'neutral', 'score': 0.8723185062408447}","{'label': 'positive', 'score': 0.10428587347269058}","{'label': 'negative', 'score': 0.023395633324980736}"
"{'label': 'positive', 'score': 0.8542570471763611}","{'label': 'negative', 'score': 0.12581925094127655}","{'label': 'neutral', 'score': 0.01992371305823326}"
"{'label': 'neutral', 'score': 0.888077974319458}","{'label': 'negative', 'score': 0.0760171040892601}","{'label': 'positive', 'score': 0.03590494021773338}"
"{'label': 'neutral', 'score': 0.8446606397628784}","{'label': 'positive', 'score': 0.14461497962474823}","{'label': 'negative', 'score': 0.010724331252276897}"
"{'label': 'neutral', 'score': 0.9306079745292664}","{'label': 'positive', 'score': 0.05039839446544647}","{'label': 'negative', 'score': 0.018993709236383438}"
"{'label': 'positive', 'score': 0.8236464858055115}","{'label': 'neutral', 'score': 0.16854119300842285}","{'label': 'negative', 'score': 0.00781228905543685}"
"{'label': 'negative', 'score': 0.9667918086051941}","{'label': 'neutral', 'score': 0.023359250277280807}","{'label': 'positive', 'score': 0.009848911315202713}"
"{'label': 'negative', 'score': 0.9533790946006775}","{'label': 'neutral', 'score': 0.03546781837940216}","{'label': 'positive', 'score': 0.011153115890920162}"
"{'label': 'negative', 'score': 0.6780487895011902}","{'label': 'neutral', 'score': 0.25649458169937134}","{'label': 'positive', 'score': 0.06545661389827728}"
"{'label': 'neutral', 'score': 0.7629024386405945}","{'label': 'positive', 'score': 0.22682668268680573}","{'label': 'negative', 'score': 0.010270889848470688}"
"{'label': 'positive', 'score': 0.9511056542396545}","{'label': 'neutral', 'score': 0.025909198448061943}","{'label': 'negative', 'score': 0.02298521064221859}"
"{'label': 'positive', 'score': 0.896945059299469}","{'label': 'negative', 'score': 0.08169903606176376}","{'label': 'neutral', 'score': 0.021355899050831795}"
"{'label': 'negative', 'score': 0.9550340175628662}","{'label': 'neutral', 'score': 0.03239898756146431}","{'label': 'positive', 'score': 0.012567027471959591}"
"{'label': 'positive', 'score': 0.7029604911804199}","{'label': 'negative', 'score': 0.2743799388408661}","{'label': 'neutral', 'score': 0.022659579291939735}"
"{'label': 'positive', 'score': 0.7315109372138977}","{'label': 'negative', 'score': 0.2455245703458786}","{'label': 'neutral', 'score': 0.02296452224254608}"
"{'label': 'neutral', 'score': 0.8308218717575073}","{'label': 'positive', 'score': 0.15982429683208466}","{'label': 'negative', 'score': 0.009353892877697945}"
"{'label': 'neutral', 'score': 0.8605563640594482}","{'label': 'positive', 'score': 0.12560445070266724}","{'label': 'negative', 'score': 0.013839153572916985}"
"{'label': 'neutral', 'score': 0.7532022595405579}","{'label': 'positive', 'score': 0.23628729581832886}","{'label': 'negative', 'score': 0.010510431602597237}"
"{'label': 'negative', 'score': 0.9512105584144592}","{'label': 'neutral', 'score': 0.025022894144058228}","{'label': 'positive', 'score': 0.02376652881503105}"
"{'label': 'negative', 'score': 0.7986505627632141}","{'label': 'positive', 'score': 0.13068528473377228}","{'label': 'neutral', 'score': 0.07066411525011063}"
"{'label': 'negative', 'score': 0.6035630702972412}","{'label': 'neutral', 'score': 0.34969955682754517}","{'label': 'positive', 'score': 0.0467374287545681}"
"{'label': 'neutral', 'score': 0.826078474521637}","{'label': 'negative', 'score': 0.15105345845222473}","{'label': 'positive', 'score': 0.022868026047945023}"
"{'label': 'negative', 'score': 0.7204775214195251}","{'label': 'neutral', 'score': 0.18548354506492615}","{'label': 'positive', 'score': 0.09403885900974274}"
"{'label': 'neutral', 'score': 0.57064288854599}","{'label': 'positive', 'score': 0.41904914379119873}","{'label': 'negative', 'score': 0.010307968594133854}"
"{'label': 'positive', 'score': 0.9047431349754333}","{'label': 'negative', 'score': 0.05811507627367973}","{'label': 'neutral', 'score': 0.03714187070727348}"
"{'label': 'neutral', 'score': 0.6558573842048645}","{'label': 'negative', 'score': 0.32643234729766846}","{'label': 'positive', 'score': 0.017710277810692787}"
"{'label': 'neutral', 'score': 0.8535121083259583}","{'label': 'negative', 'score': 0.12131704390048981}","{'label': 'positive', 'score': 0.025170862674713135}"
"{'label': 'neutral', 'score': 0.9402058720588684}","{'label': 'positive', 'score': 0.0429505817592144}","{'label': 'negative', 'score': 0.016843553632497787}"
"{'label': 'neutral', 'score': 0.725834846496582}","{'label': 'positive', 'score': 0.1981530338525772}","{'label': 'negative', 'score': 0.07601217925548553}"
"{'label': 'positive', 'score': 0.6351761817932129}","{'label': 'neutral', 'score': 0.3547409772872925}","{'label': 'negative', 'score': 0.010082879103720188}"
"{'label': 'positive', 'score': 0.943874716758728}","{'label': 'neutral', 'score': 0.04546499252319336}","{'label': 'negative', 'score': 0.01066032238304615}"
"{'label': 'neutral', 'score': 0.5121225714683533}","{'label': 'negative', 'score': 0.4694984257221222}","{'label': 'positive', 'score': 0.018378987908363342}"
"{'label': 'neutral', 'score': 0.9120389819145203}","{'label': 'positive', 'score': 0.07010449469089508}","{'label': 'negative', 'score': 0.01785658299922943}"
"{'label': 'neutral', 'score': 0.7560631036758423}","{'label': 'negative', 'score': 0.19297604262828827}","{'label': 'positive', 'score': 0.05096081644296646}"
"{'label': 'positive', 'score': 0.85140460729599}","{'label': 'neutral', 'score': 0.07593792676925659}","{'label': 'negative', 'score': 0.072657510638237}"
"{'label': 'negative', 'score': 0.9530760049819946}","{'label': 'neutral', 'score': 0.035630349069833755}","{'label': 'positive', 'score': 0.011293640360236168}"
"{'label': 'positive', 'score': 0.7740224003791809}","{'label': 'neutral', 'score': 0.13574331998825073}","{'label': 'negative', 'score': 0.09023426473140717}"
"{'label': 'negative', 'score': 0.6059818267822266}","{'label': 'neutral', 'score': 0.3107497990131378}","{'label': 'positive', 'score': 0.08326837420463562}"
"{'label': 'neutral', 'score': 0.5706918835639954}","{'label': 'positive', 'score': 0.4196354150772095}","{'label': 'negative', 'score': 0.009672679007053375}"
"{'label': 'neutral', 'score': 0.8965357542037964}","{'label': 'negative', 'score': 0.0796063020825386}","{'label': 'positive', 'score': 0.02385794371366501}"
"{'label': 'positive', 'score': 0.8892492055892944}","{'label': 'neutral', 'score': 0.09168332815170288}","{'label': 'negative', 'score': 0.01906745135784149}"
"{'label': 'positive', 'score': 0.8437722325325012}","{'label': 'neutral', 'score': 0.12756240367889404}","{'label': 'negative', 'score': 0.028665348887443542}"
"{'label': 'negative', 'score': 0.7446854710578918}","{'label': 'neutral', 'score': 0.22562578320503235}","{'label': 'positive', 'score': 0.02968871034681797}"
"{'label': 'positive', 'score': 0.900602400302887}","{'label': 'negative', 'score': 0.07886073738336563}","{'label': 'neutral', 'score': 0.02053685486316681}"
"{'label': 'positive', 'score': 0.7588585019111633}","{'label': 'neutral', 'score': 0.2303440272808075}","{'label': 'negative', 'score': 0.010797496885061264}"
"{'label': 'neutral', 'score': 0.8448854088783264}","{'label': 'positive', 'score': 0.14443202316761017}","{'label': 'negative', 'score': 0.010682561434805393}"
"{'label': 'positive', 'score': 0.5526149272918701}","{'label': 'negative', 'score': 0.2847428321838379}","{'label': 'neutral', 'score': 0.1626422107219696}"
"{'label': 'negative', 'score': 0.971789538860321}","{'label': 'neutral', 'score': 0.018881212919950485}","{'label': 'positive', 'score': 0.009329250082373619}"
"{'label': 'positive', 'score': 0.873137354850769}","{'label': 'negative', 'score': 0.10685615986585617}","{'label': 'neutral', 'score': 0.020006459206342697}"
"{'label': 'positive', 'score': 0.9194744229316711}","{'label': 'neutral', 'score': 0.07217275351285934}","{'label': 'negative', 'score': 0.008352793753147125}"
"{'label': 'positive', 'score': 0.682107150554657}","{'label': 'neutral', 'score': 0.30900153517723083}","{'label': 'negative', 'score': 0.0088912732899189}"
"{'label': 'positive', 'score': 0.9560627937316895}","{'label': 'neutral', 'score': 0.02827228046953678}","{'label': 'negative', 'score': 0.015664907172322273}"
"{'label': 'negative', 'score': 0.8035845756530762}","{'label': 'neutral', 'score': 0.1652068793773651}","{'label': 'positive', 'score': 0.031208613887429237}"
"{'label': 'neutral', 'score': 0.5632358193397522}","{'label': 'positive', 'score': 0.42038992047309875}","{'label': 'negative', 'score': 0.01637429930269718}"
"{'label': 'negative', 'score': 0.9556900858879089}","{'label': 'neutral', 'score': 0.0294699314981699}","{'label': 'positive', 'score': 0.014840081334114075}"
"{'label': 'positive', 'score': 0.9557091593742371}","{'label': 'neutral', 'score': 0.028807176277041435}","{'label': 'negative', 'score': 0.01548373606055975}"
"{'label': 'positive', 'score': 0.5298816561698914}","{'label': 'neutral', 'score': 0.4597857892513275}","{'label': 'negative', 'score': 0.010332549922168255}"
"{'label': 'neutral', 'score': 0.8546934127807617}","{'label': 'positive', 'score': 0.10298053175210953}","{'label': 'negative', 'score': 0.042326100170612335}"
"{'label': 'neutral', 'score': 0.744403064250946}","{'label': 'negative', 'score': 0.20172762870788574}","{'label': 'positive', 'score': 0.053869277238845825}"
"{'label': 'negative', 'score': 0.5249567031860352}","{'label': 'neutral', 'score': 0.44678354263305664}","{'label': 'positive', 'score': 0.028259707614779472}"
"{'label': 'negative', 'score': 0.911728024482727}","{'label': 'neutral', 'score': 0.051809269934892654}","{'label': 'positive', 'score': 0.036462631076574326}"
"{'label': 'negative', 'score': 0.961560070514679}","{'label': 'neutral', 'score': 0.023967638611793518}","{'label': 'positive', 'score': 0.01447224523872137}"
"{'label': 'neutral', 'score': 0.548505425453186}","{'label': 'positive', 'score': 0.4399019479751587}","{'label': 'negative', 'score': 0.011592604219913483}"
"{'label': 'neutral', 'score': 0.8175563216209412}","{'label': 'positive', 'score': 0.16988328099250793}","{'label': 'negative', 'score': 0.012560340575873852}"
"{'label': 'neutral', 'score': 0.7560631036758423}","{'label': 'negative', 'score': 0.19297604262828827}","{'label': 'positive', 'score': 0.05096081644296646}"
"{'label': 'positive', 'score': 0.7094491720199585}","{'label': 'neutral', 'score': 0.2822001278400421}","{'label': 'negative', 'score': 0.008350608870387077}"
"{'label': 'neutral', 'score': 0.7560631036758423}","{'label': 'negative', 'score': 0.19297604262828827}","{'label': 'positive', 'score': 0.05096081644296646}"
"{'label': 'negative', 'score': 0.959200918674469}","{'label': 'neutral', 'score': 0.028665252029895782}","{'label': 'positive', 'score': 0.012133914045989513}"
"{'label': 'neutral', 'score': 0.8302707076072693}","{'label': 'negative', 'score': 0.13446201384067535}","{'label': 'positive', 'score': 0.03526722639799118}"
"{'label': 'positive', 'score': 0.7986606359481812}","{'label': 'neutral', 'score': 0.16744011640548706}","{'label': 'negative', 'score': 0.03389925882220268}"
"{'label': 'positive', 'score': 0.42127060890197754}","{'label': 'neutral', 'score': 0.30971473455429077}","{'label': 'negative', 'score': 0.2690146565437317}"
"{'label': 'positive', 'score': 0.9214856028556824}","{'label': 'neutral', 'score': 0.06963629275560379}","{'label': 'negative', 'score': 0.008878082036972046}"
"{'label': 'negative', 'score': 0.8815043568611145}","{'label': 'neutral', 'score': 0.10777207463979721}","{'label': 'positive', 'score': 0.010723579674959183}"
"{'label': 'negative', 'score': 0.9451274275779724}","{'label': 'neutral', 'score': 0.039878059178590775}","{'label': 'positive', 'score': 0.014994501136243343}"
"{'label': 'positive', 'score': 0.8214876651763916}","{'label': 'neutral', 'score': 0.17085367441177368}","{'label': 'negative', 'score': 0.007658668793737888}"
"{'label': 'positive', 'score': 0.7744789719581604}","{'label': 'negative', 'score': 0.1723010390996933}","{'label': 'neutral', 'score': 0.0532199963927269}"
"{'label': 'positive', 'score': 0.876842200756073}","{'label': 'negative', 'score': 0.0926736518740654}","{'label': 'neutral', 'score': 0.030484173446893692}"
"{'label': 'neutral', 'score': 0.9373844265937805}","{'label': 'negative', 'score': 0.03319810703396797}","{'label': 'positive', 'score': 0.02941751852631569}"
"{'label': 'negative', 'score': 0.9521466493606567}","{'label': 'positive', 'score': 0.0342843234539032}","{'label': 'neutral', 'score': 0.0135690001770854}"
"{'label': 'negative', 'score': 0.6284192800521851}","{'label': 'positive', 'score': 0.321574866771698}","{'label': 'neutral', 'score': 0.05000590905547142}"
"{'label': 'negative', 'score': 0.7909252047538757}","{'label': 'neutral', 'score': 0.18878404796123505}","{'label': 'positive', 'score': 0.020290754735469818}"
"{'label': 'neutral', 'score': 0.9269745349884033}","{'label': 'negative', 'score': 0.04305701702833176}","{'label': 'positive', 'score': 0.029968388378620148}"
"{'label': 'neutral', 'score': 0.9402124881744385}","{'label': 'positive', 'score': 0.04282301291823387}","{'label': 'negative', 'score': 0.016964513808488846}"
"{'label': 'positive', 'score': 0.8250648975372314}","{'label': 'neutral', 'score': 0.1656903475522995}","{'label': 'negative', 'score': 0.009244844317436218}"
"{'label': 'positive', 'score': 0.9558236002922058}","{'label': 'neutral', 'score': 0.02487815171480179}","{'label': 'negative', 'score': 0.019298270344734192}"
"{'label': 'negative', 'score': 0.9661251902580261}","{'label': 'neutral', 'score': 0.023450985550880432}","{'label': 'positive', 'score': 0.010423783212900162}"
"{'label': 'neutral', 'score': 0.8849564790725708}","{'label': 'positive', 'score': 0.10317585617303848}","{'label': 'negative', 'score': 0.011867684312164783}"
"{'label': 'neutral', 'score': 0.8973071575164795}","{'label': 'positive', 'score': 0.0929623395204544}","{'label': 'negative', 'score': 0.009730451740324497}"
"{'label': 'positive', 'score': 0.8947387337684631}","{'label': 'neutral', 'score': 0.09138313680887222}","{'label': 'negative', 'score': 0.013878073543310165}"
"{'label': 'negative', 'score': 0.9708163738250732}","{'label': 'neutral', 'score': 0.016644123941659927}","{'label': 'positive', 'score': 0.012539446353912354}"
"{'label': 'positive', 'score': 0.8972286581993103}","{'label': 'negative', 'score': 0.08187282830476761}","{'label': 'neutral', 'score': 0.020898496732115746}"
"{'label': 'positive', 'score': 0.8991228938102722}","{'label': 'negative', 'score': 0.08031529933214188}","{'label': 'neutral', 'score': 0.02056177332997322}"
"{'label': 'negative', 'score': 0.4702245891094208}","{'label': 'neutral', 'score': 0.3971323072910309}","{'label': 'positive', 'score': 0.13264310359954834}"
"{'label': 'positive', 'score': 0.9565848112106323}","{'label': 'negative', 'score': 0.021840259432792664}","{'label': 'neutral', 'score': 0.021574925631284714}"
"{'label': 'positive', 'score': 0.8636491894721985}","{'label': 'neutral', 'score': 0.1292363405227661}","{'label': 'negative', 'score': 0.00711445277556777}"
"{'label': 'neutral', 'score': 0.8924610018730164}","{'label': 'positive', 'score': 0.08150225877761841}","{'label': 'negative', 'score': 0.026036705821752548}"
"{'label': 'positive', 'score': 0.5503743886947632}","{'label': 'neutral', 'score': 0.4282069802284241}","{'label': 'negative', 'score': 0.021418610587716103}"
"{'label': 'positive', 'score': 0.5425394177436829}","{'label': 'neutral', 'score': 0.44782835245132446}","{'label': 'negative', 'score': 0.009632253088057041}"
"{'label': 'positive', 'score': 0.7622946500778198}","{'label': 'neutral', 'score': 0.22769421339035034}","{'label': 'negative', 'score': 0.01001113373786211}"
"{'label': 'negative', 'score': 0.92817622423172}","{'label': 'neutral', 'score': 0.06010805442929268}","{'label': 'positive', 'score': 0.011715669184923172}"
"{'label': 'positive', 'score': 0.7779057621955872}","{'label': 'negative', 'score': 0.1987527310848236}","{'label': 'neutral', 'score': 0.023341510444879532}"
"{'label': 'negative', 'score': 0.9670402407646179}","{'label': 'neutral', 'score': 0.024112524464726448}","{'label': 'positive', 'score': 0.008847208693623543}"
